Time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
2.39,0.066,1.222,5.857,9.835,95,12.48,33.49
2.45,-0.126,0.269,5.861,9.825,95,12.48,33.0
2.52,-0.269,0.331,5.867,9.823,95,12.48,32.5
2.58,-0.258,0.228,5.859,9.815,95,12.48,32.33
2.65,-0.194,0.746,5.854,9.798,95,12.48,31.93
2.71,-0.288,0.477,5.859,9.784,95,12.48,31.56
2.77,-0.116,0.394,5.86,9.773,95,12.48,31.38
2.84,-0.148,0.331,5.851,9.757,95,12.48,30.93
2.9,-0.241,0.477,5.845,9.745,95,12.48,30.39
2.97,-0.131,0.352,5.84,9.728,94,12.48,29.78
3.03,-0.015,0.559,5.832,9.716,94,12.48,29.35
3.1,-0.234,0.435,5.819,9.718,94,12.48,28.91
3.16,-0.324,0.186,5.809,9.736,94,12.48,28.5
3.23,-0.324,0.352,5.799,9.755,94,12.48,28.19
3.29,-0.284,0.456,5.791,9.778,94,12.48,27.76
3.35,-0.327,0.228,5.783,9.812,94,12.48,27.3
3.42,-0.17300000000000004,0.331,5.778,9.857,94,12.48,26.89
3.48,-0.019,0.559,5.777,9.905,94,12.48,26.61
3.55,-0.287,0.186,5.775,9.955,94,12.48,26.37
3.61,-0.201,0.373,5.772,9.998,94,12.48,26.09
3.68,-0.06,0.228,5.772,10.038,89,12.48,25.85
3.74,-0.108,0.249,5.773,10.078,89,12.48,25.74
3.81,-0.299,0.352,5.781,10.115,89,12.48,25.69
3.87,-0.289,0.228,5.787,10.145,89,12.48,25.6
3.94,-0.289,0.311,5.794,10.168,89,12.48,25.35
4.0,-0.288,0.331,5.802,10.194,89,12.48,25.04
4.06,-0.24,0.249,5.812,10.216,89,12.48,24.82
4.13,-0.248,0.249,5.823,10.226,89,12.48,24.7
4.19,-0.294,0.186,5.834,10.231,89,12.48,24.65
4.26,0.05,0.497,5.846,10.232,89,12.48,24.56
4.32,-0.231,0.269,5.856,10.228,89,12.48,24.45
4.39,-0.14,0.249,5.866,10.223,89,12.48,24.35
4.45,-0.011,0.186,5.876,10.217,76,12.48,24.27
4.52,0.009,0.29,5.884,10.212,76,12.48,24.23
4.58,-0.213,0.207,5.891,10.21,76,12.48,24.12
4.65,-0.217,0.331,5.898,10.208,76,12.48,23.9
4.71,-0.217,0.228,5.903,10.213,76,12.48,23.65
4.77,-0.224,0.207,5.908,10.226,76,12.48,23.42
4.84,-0.217,0.207,5.91,10.24,76,12.48,23.3
4.9,-0.145,0.29,5.912,10.26,76,12.48,23.26
4.97,-0.096,0.29,5.912,10.283,76,12.48,23.26
5.03,0.138,0.352,5.912,10.31,76,12.48,23.22
5.1,-0.01,0.394,5.908,10.336,76,12.48,23.16
5.16,-0.13,0.228,5.905,10.356,76,12.48,23.11
5.23,-0.027,0.331,5.9,10.374,73,12.48,23.08
5.29,0.101,0.269,5.888,10.397,73,12.48,23.01
5.35,-0.045,0.186,5.887,10.4,73,12.48,23.0
5.42,-0.174,0.228,5.88,10.41,73,12.48,22.92
5.48,-0.165,0.352,5.873,10.435,73,12.48,22.76
5.55,-0.174,0.207,5.864,10.447,73,12.48,22.44
5.61,-0.177,0.311,5.854,10.437,73,12.48,22.15
5.68,-0.147,0.207,5.844,10.413,73,12.48,21.94
5.74,-0.13,0.269,5.835,10.39,73,12.48,21.81
5.81,-0.194,0.249,5.831,10.377,73,12.48,21.73
5.87,0.151,0.331,5.821,10.35,73,12.48,21.62
5.94,-0.181,0.269,5.811,10.314,73,12.48,21.47
6.0,-0.063,0.228,5.799,10.278,73,12.48,21.33
6.06,0.063,0.207,5.791,10.234,74,12.48,21.27
6.13,0.122,0.269,5.787,10.186,74,12.48,21.22
6.19,-0.121,0.186,5.802,10.146,74,12.48,21.15
6.26,-0.148,0.249,5.847,10.111,74,12.48,21.09
6.32,-0.146,0.186,5.907,10.072,74,12.48,20.95
6.39,-0.158,0.249,5.954,10.031,74,12.48,20.66
6.45,-0.156,0.311,5.992,9.989,74,12.48,20.48
6.52,-0.101,0.186,6.027,9.944,74,12.48,20.4
6.58,-0.128,0.269,6.057,9.901,74,12.48,20.36
6.65,-0.17,0.228,6.078,9.885,74,12.48,20.31
6.71,-0.036,0.166,6.098,9.856,74,12.48,20.25
6.77,-0.078,0.166,6.118,9.825,74,12.48,20.25
6.84,-0.005,0.249,6.14,9.795,74,12.48,20.26
6.9,0.134,0.207,6.16,9.764,74,12.48,20.27
6.97,0.109,0.269,6.178,9.739,74,12.48,20.28
7.03,-0.11,0.186,6.21,9.694,74,12.48,20.34
7.1,-0.113,0.29,6.211,9.691,74,12.48,20.34
7.16,-0.115,0.228,6.221,9.668,74,12.47,20.27
7.23,-0.123,0.228,6.222,9.642,74,12.48,20.14
7.29,-0.121,0.145,6.213,9.618,74,12.48,20.08
7.35,-0.127,0.145,6.186,9.596,74,12.48,20.09
7.42,-0.146,0.249,6.103,9.572,74,12.48,20.11
7.48,0.158,0.331,6.07,9.545,74,12.48,20.1
7.55,-0.065,0.249,6.049,9.526,74,12.48,20.2
7.61,0.022,0.166,6.011,9.481,74,12.48,20.16
7.68,0.166,0.207,6.008,9.478,74,12.48,20.16
7.74,0.111,0.186,5.992,9.459,74,12.48,20.19
7.81,-0.096,0.249,5.978,9.433,74,12.48,20.26
7.87,-0.098,0.166,5.966,9.412,74,12.48,20.33
7.94,-0.105,0.186,5.952,9.392,74,12.48,20.26
8.0,-0.106,0.166,5.937,9.375,74,12.48,20.12
8.06,-0.031,0.207,5.925,9.358,74,12.48,20.09
8.13,-0.113,0.207,5.914,9.338,74,12.48,20.04
8.19,0.023,0.29,5.903,9.317,74,12.48,20.01
8.26,0.041,0.249,5.891,9.297,74,12.48,20.0
8.32,-0.029,0.269,5.879,9.278,74,12.48,19.98
8.39,0.078,0.145,5.869,9.26,74,12.48,19.99
8.45,0.221,0.124,5.859,9.243,74,12.48,20.0
8.52,0.048,0.249,5.849,9.225,74,12.48,20.0
8.58,-0.08,0.166,5.84,9.205,74,12.48,20.05
8.65,-0.073,0.269,5.832,9.186,74,12.48,20.1
8.71,-0.079,0.145,5.822,9.169,74,12.48,20.01
8.77,-0.077,0.249,5.813,9.154,74,12.48,19.91
8.84,-0.003,0.186,5.806,9.137,74,12.48,19.93
8.9,-0.065,0.311,5.797,9.122,74,12.48,20.1
8.97,-0.019,0.228,5.789,9.106,74,12.48,20.36
9.03,0.187,0.331,5.782,9.09,80,12.48,20.61
9.1,0.023,0.124,5.774,9.072,80,12.48,20.92
9.16,0.127,0.331,5.768,9.06,80,12.48,21.3
9.23,0.278,0.145,5.761,9.045,80,12.48,21.7
9.29,0.16,0.352,5.753,9.03,80,12.48,22.13
9.35,0.0,0.124,5.748,9.015,80,12.48,22.54
9.42,0.008,0.269,5.741,9.0,80,12.48,22.9
9.48,0.002,0.249,5.736,8.986,80,12.48,23.1
9.55,0.041,0.29,5.731,8.974,80,12.48,23.3
9.61,0.03,0.207,5.724,8.961,80,12.48,23.55
9.68,-0.024,0.249,5.719,8.949,80,12.48,23.79
9.74,0.313,0.394,5.714,8.935,80,12.48,23.96
9.81,0.019,0.207,5.709,8.92,80,12.48,24.03
9.87,0.119,0.228,5.706,8.906,80,12.48,24.07
9.94,0.253,0.228,5.701,8.891,80,12.48,24.13
10.0,0.251,0.269,5.696,8.878,80,12.48,24.22
10.06,0.021,0.145,5.691,8.866,80,12.48,24.23
10.13,0.005,0.207,5.686,8.851,80,12.48,24.24
10.19,0.002,0.207,5.684,8.836,80,12.48,24.07
10.26,0.002,0.186,5.679,8.821,80,12.48,23.95
10.32,0.063,0.186,5.674,8.807,80,12.48,23.96
10.39,-0.019,0.207,5.669,8.794,80,12.48,24.03
10.45,0.223,0.373,5.664,8.779,80,12.48,24.14
10.52,0.075,0.29,5.66,8.764,80,12.48,24.23
10.58,0.072,0.186,5.654,8.751,80,12.48,24.26
10.65,0.182,0.186,5.652,8.739,80,12.47,24.26
10.71,0.314,0.228,5.644,8.724,80,12.47,24.29
10.77,0.103,0.166,5.639,8.709,80,12.48,24.31
10.84,0.002,0.186,5.637,8.697,80,12.48,24.31
10.9,0.004,0.145,5.63,8.684,80,12.48,24.23
10.97,-0.004,0.29,5.624,8.669,80,12.48,24.02
11.03,-0.001,0.207,5.619,8.657,80,12.47,23.94
11.1,0.055,0.228,5.614,8.642,80,12.47,23.91
11.16,-0.028,0.249,5.609,8.63,80,12.48,23.87
11.23,0.241,0.352,5.604,8.617,80,12.48,23.87
11.29,0.044,0.477,5.599,8.602,80,12.47,23.86
11.35,0.063,0.207,5.594,8.588,80,12.47,23.87
11.42,0.171,0.249,5.588,8.577,80,12.48,23.83
11.48,0.297,0.207,5.583,8.565,80,12.48,23.84
11.55,0.08,0.249,5.578,8.553,80,12.48,23.79
11.61,-0.02,0.249,5.574,8.538,80,12.48,23.72
11.68,-0.018,0.249,5.567,8.524,80,12.47,23.54
11.74,-0.031,0.311,5.562,8.513,80,12.47,23.24
11.81,-0.04,0.207,5.557,8.5,80,12.48,22.97
11.87,0.004,0.145,5.552,8.489,80,12.48,22.73
11.94,-0.034,0.249,5.547,8.473,80,12.47,22.52
12.0,-0.087,0.249,5.542,8.462,80,12.47,22.32
12.06,0.238,0.352,5.537,8.451,80,12.48,22.05
12.13,-0.028,0.207,5.532,8.439,80,12.47,21.81
12.19,0.049,0.207,5.527,8.431,80,12.48,21.61
12.26,0.192,0.228,5.522,8.424,80,12.47,21.4
12.32,0.162,0.249,5.517,8.414,80,12.48,21.22
12.39,-0.074,0.207,5.515,8.404,80,12.47,21.04
12.45,-0.08,0.249,5.507,8.392,80,12.47,20.89
12.52,-0.081,0.269,5.505,8.38,80,12.47,20.67
12.58,-0.09,0.249,5.5,8.371,80,12.47,20.4
12.65,-0.091,0.166,5.496,8.362,80,12.47,20.26
12.71,-0.026,0.29,5.492,8.35,80,12.47,20.14
12.77,-0.084,0.207,5.487,8.336,80,12.47,20.08
12.84,-0.09,0.249,5.482,8.325,80,12.47,20.0
12.9,0.196,0.477,5.478,8.315,80,12.47,19.95
12.97,-0.024,0.269,5.475,8.303,80,12.47,19.91
13.03,0.07,0.186,5.47,8.289,80,12.47,19.91
13.1,0.224,0.207,5.465,8.278,80,12.47,19.9
13.16,0.13,0.207,5.462,8.267,80,12.47,19.91
13.23,-0.076,0.104,5.458,8.254,72,12.48,19.9
13.29,-0.071,0.29,5.453,8.243,72,12.47,19.93
13.35,-0.072,0.228,5.45,8.233,72,12.47,19.82
13.42,-0.078,0.269,5.445,8.223,72,12.47,19.73
13.48,-0.021,0.311,5.44,8.211,72,12.47,19.71
13.55,-0.058,0.228,5.437,8.2,72,12.48,19.72
13.61,-0.103,0.249,5.433,8.191,72,12.47,19.74
13.68,0.211,0.456,5.428,8.182,72,12.47,19.79
13.74,-0.023,0.228,5.424,8.173,72,12.47,19.86
13.81,0.062,0.269,5.42,8.161,72,12.47,19.9
13.87,0.217,0.311,5.415,8.153,72,12.48,19.91
13.94,0.169,0.331,5.413,8.145,72,12.47,19.94
14.0,-0.064,0.269,5.408,8.135,76,12.48,19.96
14.06,-0.066,0.29,5.405,8.12,76,12.47,19.97
14.13,-0.066,0.186,5.402,8.108,76,12.48,19.82
14.19,-0.022,0.207,5.398,8.099,76,12.48,19.71
14.26,-0.045,0.207,5.395,8.089,76,12.48,19.74
14.32,-0.104,0.331,5.391,8.079,76,12.48,19.77
14.39,0.203,0.435,5.386,8.071,76,12.48,19.79
14.45,-0.029,0.29,5.383,8.063,76,12.48,19.84
14.52,0.054,0.311,5.38,8.058,76,12.48,19.8
14.58,0.211,0.249,5.376,8.053,76,12.47,19.77
14.65,0.164,0.228,5.372,8.045,76,12.47,19.78
14.71,-0.069,0.29,5.368,8.038,84,12.47,19.79
14.77,-0.069,0.249,5.365,8.031,84,12.47,19.82
14.84,-0.066,0.269,5.361,8.026,84,12.47,19.8
14.9,0.0,0.207,5.357,8.021,84,12.47,19.71
14.97,-0.091,0.207,5.353,8.016,84,12.47,19.67
15.03,0.102,0.249,5.35,8.008,84,12.47,19.7
15.1,0.01,0.497,5.346,8.001,84,12.48,19.73
15.16,-0.004,0.249,5.342,7.996,84,12.47,19.75
15.23,0.11,0.352,5.338,7.991,84,12.47,19.8
15.29,0.256,0.166,5.336,7.986,84,12.47,19.87
15.35,0.033,0.249,5.332,7.978,84,12.47,19.94
15.42,-0.071,0.186,5.328,7.972,87,12.47,20.02
15.48,-0.061,0.249,5.326,7.963,87,12.47,20.12
15.55,-0.07,0.207,5.322,7.957,87,12.47,20.09
15.61,-0.04,0.249,5.318,7.95,87,12.47,20.1
15.68,-0.019,0.269,5.316,7.942,87,12.47,20.2
15.74,-0.089,0.166,5.312,7.934,87,12.47,20.36
15.81,0.26,0.331,5.308,7.925,87,12.47,20.5
15.87,-0.076,0.249,5.306,7.915,87,12.47,20.64
15.94,0.049,0.228,5.301,7.907,87,12.47,20.8
16.0,0.186,0.186,5.299,7.897,87,12.47,20.98
16.06,0.248,0.249,5.295,7.887,87,12.47,21.2
16.13,-0.006,0.249,5.291,7.877,87,12.47,21.4
16.19,-0.035,0.269,5.289,7.867,80,12.47,21.64
16.26,-0.03,0.29,5.285,7.86,80,12.47,21.78
16.32,-0.038,0.269,5.281,7.848,80,12.47,21.86
16.39,-0.04,0.249,5.279,7.838,80,12.47,22.08
16.45,0.029,0.186,5.276,7.828,80,12.47,22.39
16.52,-0.023,0.166,5.273,7.819,80,12.47,22.74
16.58,-0.035,0.269,5.27,7.81,80,12.47,23.07
16.65,0.285,0.414,5.266,7.8,80,12.47,23.37
16.71,0.049,0.228,5.264,7.792,80,12.47,23.66
16.77,0.136,0.186,5.26,7.783,80,12.47,23.92
16.84,0.27,0.166,5.256,7.773,80,12.47,24.14
16.9,0.205,0.352,5.254,7.766,80,12.47,24.26
16.97,0.012,0.249,5.251,7.756,80,12.47,24.31
17.03,0.01,0.207,5.248,7.747,73,12.47,24.29
17.1,0.0,0.29,5.244,7.738,73,12.47,24.04
17.16,-0.011,0.207,5.241,7.728,73,12.47,23.82
17.23,-0.017,0.29,5.239,7.72,73,12.47,23.68
17.29,0.021,0.29,5.235,7.711,73,12.47,23.52
17.35,-0.008,0.311,5.233,7.705,73,12.47,23.35
17.42,-0.062,0.249,5.229,7.697,73,12.47,23.1
17.48,0.254,0.331,5.225,7.69,73,12.47,22.81
17.55,-0.029,0.29,5.223,7.681,73,12.47,22.52
17.61,0.051,0.166,5.219,7.673,73,12.47,22.23
17.68,0.18,0.207,5.216,7.665,73,12.47,21.95
17.74,0.186,0.269,5.214,7.658,73,12.47,21.7
17.81,-0.068,0.186,5.212,7.653,70,12.47,21.45
17.87,-0.087,0.249,5.208,7.648,70,12.47,21.22
17.94,-0.091,0.186,5.207,7.644,70,12.47,20.93
18.0,-0.103,0.249,5.203,7.643,70,12.47,20.64
18.06,-0.103,0.228,5.201,7.649,70,12.47,20.43
18.13,-0.093,0.249,5.197,7.66,70,12.47,20.3
18.19,-0.028,0.124,5.194,7.678,70,12.47,20.19
18.26,-0.114,0.228,5.192,7.705,70,12.47,20.11
18.32,0.104,0.331,5.189,7.741,70,12.47,20.04
18.39,-0.015,0.352,5.187,7.786,70,12.47,19.99
18.45,-0.026,0.311,5.184,7.834,70,12.47,19.96
18.52,0.081,0.269,5.182,7.889,68,12.48,19.95
18.58,0.226,0.228,5.181,7.943,68,12.48,19.95
18.65,0.029,0.228,5.178,8.002,68,12.47,19.96
18.71,-0.104,0.186,5.178,8.062,68,12.45,19.95
18.77,-0.099,0.207,5.178,8.117,68,12.47,19.97
18.84,-0.107,0.207,5.178,8.172,68,12.47,19.86
18.9,-0.111,0.207,5.178,8.224,68,12.45,19.76
18.97,-0.113,0.207,5.181,8.279,68,12.47,19.74
19.03,-0.066,0.228,5.181,8.329,68,12.47,19.76
19.1,-0.085,0.145,5.183,8.373,68,12.47,19.78
19.16,-0.136,0.186,5.186,8.411,68,12.47,19.79
19.23,0.178,0.456,5.188,8.444,68,12.47,19.82
19.29,-0.077,0.311,5.191,8.468,68,12.47,19.86
19.35,0.008,0.352,5.193,8.49,68,12.47,19.9
19.42,0.15,0.207,5.196,8.505,68,12.47,19.93
19.48,0.177,0.269,5.198,8.518,68,12.45,19.98
19.55,-0.088,0.29,5.199,8.522,68,12.45,20.01
19.61,-0.111,0.207,5.203,8.516,68,12.45,20.06
19.68,-0.111,0.249,5.203,8.509,68,12.45,20.04
19.74,-0.123,0.269,5.206,8.5,68,12.45,19.92
19.81,-0.126,0.249,5.206,8.489,68,12.47,19.86
19.87,-0.125,0.228,5.207,8.472,68,12.45,19.87
19.94,-0.055,0.29,5.208,8.452,68,12.47,19.89
20.0,-0.13,0.207,5.208,8.432,68,12.47,19.89
20.06,-0.043,0.352,5.208,8.41,68,12.48,19.91
20.13,0.079,0.435,5.207,8.387,68,12.48,19.94
20.19,-0.054,0.166,5.206,8.365,68,12.48,19.98
20.26,0.049,0.207,5.206,8.344,68,12.48,20.02
20.32,0.205,0.207,5.203,8.321,68,12.48,20.06
20.39,0.062,0.29,5.201,8.299,68,12.48,20.1
20.45,-0.108,0.186,5.199,8.276,68,12.48,20.15
20.52,-0.097,0.207,5.197,8.253,68,12.48,20.21
20.58,-0.097,0.228,5.194,8.232,68,12.48,20.17
20.65,-0.095,0.207,5.191,8.21,68,12.47,20.23
20.71,-0.086,0.207,5.188,8.189,68,12.47,20.48
20.77,-0.01,0.228,5.186,8.169,68,12.47,20.8
20.84,-0.07,0.311,5.182,8.149,68,12.47,21.15
20.9,0.008,0.228,5.178,8.129,68,12.47,21.5
20.97,0.175,0.435,5.174,8.112,68,12.47,21.86
21.03,0.029,0.166,5.171,8.094,68,12.48,22.23
21.1,0.132,0.352,5.167,8.078,68,12.48,22.62
21.16,0.288,0.269,5.164,8.062,68,12.47,23.03
21.23,0.148,0.249,5.159,8.045,68,12.47,23.44
21.29,-0.019,0.166,5.157,8.031,71,12.47,23.87
21.35,-0.017,0.166,5.152,8.015,71,12.47,24.24
21.42,-0.025,0.228,5.149,7.998,71,12.47,24.46
21.48,-0.033,0.331,5.144,7.984,71,12.47,24.67
21.55,0.022,0.249,5.142,7.971,71,12.48,24.89
21.61,-0.021,0.249,5.138,7.956,71,12.48,25.01
21.68,-0.06,0.228,5.134,7.942,71,12.47,25.04
21.74,0.278,0.435,5.131,7.929,71,12.47,24.97
21.81,0.005,0.249,5.128,7.916,71,12.48,24.84
21.87,0.081,0.207,5.125,7.904,71,12.48,24.72
21.94,0.22,0.352,5.121,7.891,71,12.47,24.56
22.0,0.165,0.269,5.119,7.879,71,12.47,24.36
22.06,-0.067,0.207,5.115,7.867,75,12.48,24.06
22.13,-0.078,0.331,5.112,7.858,75,12.47,23.69
22.19,-0.092,0.207,5.11,7.848,75,12.47,23.19
22.26,-0.109,0.311,5.105,7.838,75,12.47,22.67
22.32,-0.057,0.29,5.102,7.828,75,12.47,22.3
22.39,-0.049,0.249,5.1,7.819,75,12.47,22.0
22.45,-0.118,0.228,5.096,7.813,75,12.47,21.76
22.52,-0.115,0.186,5.094,7.807,75,12.47,21.51
22.58,0.157,0.477,5.09,7.804,75,12.47,21.26
22.65,-0.066,0.186,5.085,7.803,75,12.47,20.89
22.71,0.024,0.228,5.084,7.803,75,12.47,20.87
22.77,0.18,0.249,5.081,7.806,72,12.47,20.72
22.84,0.084,0.269,5.079,7.81,72,12.47,20.6
22.9,-0.121,0.311,5.076,7.818,72,12.47,20.49
22.97,-0.116,0.207,5.074,7.824,72,12.47,20.41
23.03,-0.117,0.228,5.071,7.829,72,12.47,20.24
23.1,-0.126,0.207,5.069,7.837,72,12.47,20.08
23.16,-0.128,0.352,5.066,7.842,72,12.47,19.99
23.23,-0.078,0.228,5.064,7.849,72,12.47,19.95
23.29,-0.099,0.207,5.062,7.854,72,12.47,19.93
23.35,-0.145,0.207,5.061,7.858,72,12.47,19.9
23.42,0.177,0.477,5.059,7.861,72,12.47,19.9
23.48,-0.071,0.228,5.056,7.863,72,12.47,19.91
23.55,0.015,0.228,5.055,7.863,72,12.47,19.93
23.61,0.164,0.269,5.054,7.861,70,12.47,19.94
23.68,0.174,0.186,5.052,7.857,70,12.47,19.96
23.74,-0.083,0.269,5.05,7.849,70,12.47,19.96
23.81,-0.094,0.186,5.049,7.843,70,12.47,19.99
23.87,-0.088,0.228,5.046,7.833,70,12.47,19.94
23.94,-0.096,0.228,5.045,7.822,70,12.47,19.82
24.0,-0.095,0.186,5.044,7.809,70,12.47,19.79
24.06,-0.086,0.249,5.041,7.795,70,12.47,19.8
24.13,-0.024,0.331,5.04,7.784,70,12.47,19.82
24.19,0.18,0.394,5.038,7.772,70,12.47,19.84
24.26,0.254,0.394,5.037,7.76,70,12.47,19.85
24.32,-0.063,0.269,5.034,7.747,70,12.47,19.89
24.39,-0.011,0.228,5.033,7.735,74,12.47,19.9
24.45,0.099,0.145,5.03,7.725,74,12.47,19.93
24.52,0.244,0.249,5.027,7.702,74,12.47,19.98
24.58,0.035,0.228,5.027,7.701,74,12.47,19.99
24.65,-0.084,0.186,5.023,7.69,74,12.47,20.01
24.71,-0.076,0.249,5.022,7.679,74,12.45,20.03
24.77,-0.08,0.166,5.018,7.669,74,12.45,19.93
24.84,-0.081,0.228,5.017,7.659,74,12.47,19.83
24.9,-0.079,0.311,5.013,7.65,74,12.45,19.83
24.97,-0.005,0.207,5.012,7.641,74,12.47,19.89
25.03,-0.056,0.228,5.009,7.631,74,12.47,20.09
25.1,-0.053,0.373,5.005,7.621,74,12.47,20.38
25.16,0.235,0.414,5.003,7.614,74,12.47,20.74
25.23,0.02,0.311,5.0,7.605,74,12.48,21.11
25.29,0.118,0.249,4.998,7.598,74,12.47,21.49
25.35,0.282,0.166,4.995,7.591,74,12.47,21.87
25.42,0.207,0.207,4.992,7.583,74,12.48,22.27
25.48,-0.001,0.269,4.99,7.576,74,12.48,22.66
25.55,0.0,0.207,4.988,7.567,64,12.47,23.05
25.61,0.0,0.207,4.984,7.559,64,12.47,23.35
25.68,-0.006,0.186,4.982,7.557,64,12.47,23.67
25.74,0.049,0.207,4.979,7.553,64,12.47,24.06
25.81,-0.001,0.249,4.977,7.546,64,12.47,24.44
25.87,-0.037,0.228,4.974,7.537,64,12.48,24.79
25.94,0.302,0.435,4.972,7.528,64,12.47,25.0
26.0,0.036,0.249,4.969,7.519,64,12.47,25.12
26.06,0.114,0.249,4.965,7.512,64,12.48,25.12
26.13,0.257,0.207,4.964,7.502,64,12.48,25.04
26.19,0.197,0.29,4.962,7.492,64,12.48,24.87
26.26,-0.03,0.207,4.959,7.482,64,12.48,24.64
26.32,-0.044,0.249,4.957,7.471,76,12.48,24.4
26.39,-0.054,0.29,4.954,7.46,76,12.48,24.02
26.45,-0.069,0.228,4.952,7.452,76,12.48,23.63
26.52,-0.064,0.331,4.95,7.445,76,12.48,23.33
26.58,-0.025,0.228,4.947,7.436,76,12.48,23.04
26.65,-0.113,0.269,4.946,7.429,76,12.47,22.78
26.71,0.266,0.331,4.942,7.426,76,12.48,22.51
26.77,-0.158,0.435,4.94,7.424,76,12.48,22.2
26.84,-0.026,0.228,4.937,7.421,76,12.48,21.95
26.9,0.087,0.269,4.935,7.418,75,12.48,21.74
26.97,0.204,0.249,4.932,7.414,75,12.48,21.57
27.03,-0.046,0.29,4.93,7.409,75,12.48,21.38
27.1,-0.124,0.166,4.928,7.408,75,12.48,21.22
27.16,-0.117,0.228,4.926,7.408,75,12.48,21.01
27.23,-0.128,0.228,4.923,7.412,75,12.48,20.74
27.29,-0.133,0.29,4.922,7.413,75,12.48,20.52
27.35,-0.093,0.331,4.918,7.412,75,12.48,20.36
27.42,-0.088,0.228,4.917,7.411,75,12.48,20.24
27.48,-0.147,0.228,4.915,7.408,75,12.48,20.13
27.55,0.195,0.435,4.912,7.408,75,12.48,20.03
27.61,-0.11,0.186,4.91,7.407,75,12.48,19.95
27.68,-0.01,0.249,4.908,7.406,75,12.55,19.91
27.74,0.13,0.228,4.907,7.403,72,12.95,19.89
27.81,0.188,0.29,4.905,7.402,72,13.42,19.87
27.87,-0.088,0.145,4.902,7.401,72,12.99,19.85
27.94,-0.119,0.228,4.9,7.397,72,12.58,19.86
28.0,-0.115,0.186,4.898,7.392,72,12.54,19.83
28.06,-0.124,0.249,4.896,7.387,72,12.53,19.71
28.13,-0.127,0.249,4.895,7.382,72,12.5,19.66
28.19,-0.088,0.228,4.892,7.377,72,12.55,19.64
28.26,-0.09,0.124,4.89,7.372,72,12.62,19.66
28.32,-0.148,0.249,4.888,7.367,72,12.69,19.66
28.39,0.185,0.373,4.886,7.362,72,12.7,19.66
28.45,-0.109,0.311,4.885,7.357,72,12.71,19.68
28.52,-0.007,0.29,4.882,7.354,72,12.73,19.71
28.58,0.131,0.228,4.88,7.352,71,12.76,19.73
28.65,0.193,0.207,4.878,7.347,71,12.73,19.76
28.71,-0.078,0.269,4.876,7.342,71,12.87,19.78
28.77,-0.105,0.186,4.873,7.337,71,12.75,19.81
28.84,-0.094,0.186,4.872,7.33,71,12.66,19.85
28.9,-0.094,0.207,4.87,7.325,71,12.58,19.93
28.97,-0.083,0.29,4.867,7.317,71,12.53,20.14
29.03,-0.006,0.186,4.865,7.312,71,12.53,20.46
29.1,-0.071,0.269,4.863,7.307,71,12.51,20.81
29.16,-0.011,0.269,4.861,7.3,71,12.54,21.15
29.23,0.204,0.331,4.859,7.293,71,12.58,21.48
