Time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
7.87,0.185,0.145,8.887,18.844,95,12.29,34.23
7.94,-0.066,0.249,8.887,18.844,95,12.28,34.36
8.0,-0.095,0.145,8.887,18.838,80,12.28,34.56
8.06,-0.102,0.186,8.886,18.829,80,12.28,34.82
8.13,-0.122,0.186,8.885,18.824,80,12.28,35.07
8.19,-0.141,0.145,8.885,18.819,80,12.29,35.28
8.26,-0.148,0.186,8.885,18.814,80,12.29,35.67
8.32,-0.149,0.145,8.882,18.809,80,12.29,36.06
8.39,-0.122,0.166,8.882,18.804,80,12.31,36.5
8.45,-0.121,0.207,8.88,18.796,80,12.31,36.83
8.52,-0.149,0.207,8.88,18.79,80,12.31,37.14
8.58,0.061,0.331,8.877,18.785,80,12.31,37.44
8.65,-0.072,0.166,8.877,18.78,80,12.31,37.73
8.71,0.046,0.166,8.876,18.776,80,12.31,37.96
8.77,0.188,0.186,8.875,18.771,65,12.29,38.1
8.84,-0.041,0.166,8.875,18.767,65,12.31,38.21
8.9,-0.111,0.145,8.872,18.764,65,12.31,38.26
8.97,-0.1,0.145,8.872,18.762,65,12.28,38.2
9.03,-0.108,0.186,8.87,18.76,65,12.29,37.98
9.1,-0.126,0.166,8.87,18.759,65,12.31,37.65
9.16,-0.117,0.186,8.87,18.762,65,12.31,37.44
9.23,-0.076,0.166,8.868,18.765,65,12.32,37.25
9.29,-0.132,0.166,8.867,18.758,65,12.31,37.11
9.35,0.154,0.352,8.867,18.751,65,12.29,36.93
9.42,-0.081,0.166,8.865,18.741,65,12.29,36.78
9.48,0.038,0.207,8.865,18.735,65,12.28,36.61
9.55,0.225,0.207,8.865,18.731,65,12.28,36.43
9.61,0.065,0.166,8.862,18.729,65,12.28,36.28
9.68,-0.089,0.186,8.862,18.727,75,12.28,36.11
9.74,-0.088,0.166,8.86,18.725,75,12.28,35.89
9.81,-0.083,0.145,8.86,18.721,75,12.29,35.72
9.87,-0.096,0.186,8.857,18.725,75,12.31,35.44
9.94,-0.105,0.186,8.857,18.724,75,12.29,35.19
10.0,-0.106,0.145,8.856,18.724,75,12.28,35.04
10.06,-0.099,0.166,8.856,18.72,75,12.28,34.95
10.13,-0.05,0.166,8.855,18.713,75,12.28,34.88
10.19,-0.102,0.186,8.853,18.708,75,12.29,34.82
10.26,0.2,0.435,8.852,18.704,75,12.29,34.83
10.32,-0.079,0.166,8.852,18.703,75,12.29,34.83
10.39,0.039,0.145,8.85,18.699,75,12.28,34.82
10.45,0.227,0.145,8.848,18.688,75,12.28,34.77
10.52,0.138,0.207,8.847,18.683,75,12.28,34.73
10.58,-0.065,0.166,8.846,18.68,65,12.31,34.72
10.65,-0.068,0.166,8.845,18.675,65,12.29,34.69
10.71,-0.07,0.207,8.843,18.67,65,12.29,34.67
10.77,-0.085,0.207,8.842,18.665,65,12.28,34.56
10.84,-0.096,0.166,8.842,18.66,65,12.28,34.4
10.9,-0.099,0.145,8.84,18.655,65,12.29,34.36
10.97,-0.059,0.228,8.84,18.65,65,12.29,34.44
11.03,-0.088,0.186,8.838,18.644,65,12.28,34.6
11.1,0.068,0.373,8.837,18.638,65,12.28,34.68
11.16,-0.001,0.249,8.836,18.633,65,12.28,34.8
11.23,-0.01,0.186,8.835,18.632,65,12.28,35.02
11.29,0.134,0.166,8.835,18.633,65,12.28,35.38
11.35,0.211,0.186,8.832,18.632,65,12.29,35.77
11.42,-0.064,0.186,8.832,18.633,65,12.29,36.11
11.48,-0.107,0.228,8.831,18.633,69,12.29,36.41
11.55,-0.095,0.186,8.83,18.632,69,12.28,36.69
11.61,-0.103,0.186,8.829,18.628,69,12.29,36.94
11.68,-0.115,0.166,8.828,18.623,69,12.29,37.15
11.74,-0.099,0.166,8.825,18.618,69,12.31,37.46
11.81,-0.057,0.207,8.824,18.613,69,12.29,37.82
11.87,-0.11,0.228,8.82,18.608,69,12.28,38.18
11.94,0.163,0.311,8.82,18.608,69,12.28,38.37
12.0,-0.027,0.104,8.82,18.613,69,12.28,38.46
12.06,0.101,0.166,8.819,18.621,69,12.28,38.46
12.13,0.304,0.186,8.818,18.626,69,12.28,38.42
12.19,0.122,0.228,8.815,18.634,69,12.28,38.34
12.26,-0.015,0.186,8.814,18.645,69,12.28,38.2
12.32,-0.006,0.228,8.811,18.658,74,12.28,37.96
12.39,-0.001,0.166,8.81,18.674,74,12.29,37.77
12.45,-0.014,0.207,8.808,18.692,74,12.31,37.49
12.52,0.012,0.186,8.806,18.714,74,12.31,37.24
12.58,0.006,0.228,8.804,18.733,74,12.28,37.01
12.65,0.0,0.249,8.803,18.763,74,12.29,36.83
12.71,0.212,0.311,8.8,18.791,74,12.29,36.67
12.77,0.063,0.186,8.8,18.818,74,12.31,36.49
12.84,0.186,0.186,8.8,18.846,74,12.31,36.3
12.9,0.13666452442159382,0.124,8.798,18.862,74,12.32,36.08
12.97,0.055,0.207,8.798,18.872,74,12.32,35.86
13.03,-0.009,0.145,8.795,18.876,74,12.31,35.66
13.1,-0.002,0.145,8.795,18.872,80,12.31,35.43
13.16,-0.015,0.186,8.795,18.863,80,12.32,35.21
13.23,-0.032,0.124,8.795,18.855,80,12.29,34.86
13.29,-0.015,0.166,8.794,18.847,80,12.29,34.63
13.35,-0.014,0.145,8.793,18.84,80,12.29,34.51
13.42,-0.045,0.207,8.793,18.824,80,12.31,34.45
13.48,0.198,0.373,8.791,18.818,80,12.28,34.4
13.55,0.028,0.166,8.79,18.823,80,12.28,34.32
13.61,0.139,0.166,8.788,18.826,80,12.28,34.28
13.68,0.304,0.207,8.786,18.822,80,12.29,34.3
13.74,0.038,0.166,8.781,18.817,80,12.29,34.32
13.81,-0.037,0.186,8.775,18.812,76,12.29,34.27
13.87,-0.038,0.207,8.766,18.807,76,12.29,34.22
13.94,-0.052,0.207,8.763,18.797,76,12.28,34.23
14.0,-0.069,0.186,8.76,18.786,76,12.29,34.08
14.06,-0.047,0.145,8.759,18.78,76,12.29,33.96
14.13,-0.058,0.166,8.747,18.763,76,12.29,34.11
14.19,-0.07,0.207,8.746,18.762,76,12.29,34.13
14.26,0.136,0.331,8.743,18.753,76,12.31,34.25
14.32,-0.017,0.145,8.742,18.743,76,12.32,34.33
14.39,0.1,0.186,8.739,18.736,76,12.29,34.48
14.45,0.243,0.186,8.737,18.726,76,12.29,34.7
14.52,-0.029,0.166,8.729,18.716,76,12.28,35.01
14.58,-0.104,0.166,8.724,18.705,78,12.28,35.34
14.65,-0.105,0.104,8.719,18.693,78,12.28,35.64
14.71,-0.118,0.29,8.718,18.679,78,12.29,35.93
14.77,-0.095,0.186,8.716,18.669,78,12.29,36.09
14.84,-0.14,0.228,8.714,18.658,78,12.28,36.35
14.9,-0.012,0.249,8.713,18.649,78,12.28,36.66
14.97,-0.066,0.249,8.711,18.639,78,12.28,37.01
15.03,-0.049,0.166,8.708,18.63,78,12.28,37.25
15.1,0.105,0.186,8.707,18.628,78,12.28,37.46
15.16,0.188,0.207,8.706,18.621,78,12.28,37.64
15.23,-0.08,0.186,8.704,18.62,78,12.28,37.82
15.29,-0.111,0.145,8.701,18.614,85,12.28,37.93
15.35,-0.1,0.166,8.698,18.608,85,12.28,37.89
15.42,-0.107,0.166,8.696,18.606,85,12.28,37.68
15.48,-0.068,0.186,8.693,18.601,85,12.28,37.34
15.55,-0.125,0.228,8.691,18.593,85,12.28,37.09
15.61,0.172,0.29,8.689,18.584,85,12.28,36.87
15.68,-0.128,0.228,8.688,18.574,85,12.28,36.66
15.74,-0.005,0.249,8.686,18.566,85,12.28,36.42
15.81,0.165,0.352,8.683,18.565,85,12.28,36.18
15.87,0.16,0.249,8.683,18.565,85,12.28,35.94
15.94,-0.086,0.87,8.683,18.563,85,12.27,35.7
16.0,-0.089,0.684,8.683,18.561,85,12.27,35.47
16.06,-0.088,0.311,8.681,18.561,85,12.26,35.47
16.13,-0.099,0.269,8.679,18.56,85,12.25,35.5
16.19,-0.055,0.29,8.678,18.557,85,12.25,35.26
16.26,-0.113,0.559,8.678,18.56,85,12.25,35.05
16.32,0.16,0.663,8.677,18.553,85,12.26,34.91
16.39,-0.096,0.891,8.676,18.551,85,12.26,34.81
16.45,0.001,0.477,8.674,18.542,85,12.27,34.68
16.52,0.171,0.767,8.673,18.532,85,12.27,34.56
16.58,0.183,0.29,8.673,18.524,85,12.27,34.44
16.65,-0.069,0.994,8.673,18.516,84,12.27,34.35
16.71,-0.078,0.414,8.673,18.514,84,12.27,34.25
16.77,-0.078,0.829,8.673,18.511,84,12.27,34.2
16.84,-0.096,0.829,8.673,18.51,84,12.28,34.11
16.9,-0.081,0.352,8.673,18.509,84,12.28,33.95
16.97,-0.078,0.663,8.673,18.508,84,12.29,33.93
17.03,-0.129,0.311,8.674,18.508,84,12.29,33.96
17.1,0.137,0.725,8.673,18.506,84,12.28,33.99
17.16,-0.038,0.435,8.676,18.503,84,12.29,33.96
17.23,0.07,0.559,8.676,18.501,84,12.31,33.93
17.29,0.23,0.725,8.676,18.499,84,12.31,33.99
17.35,-0.023,0.435,8.676,18.499,84,12.31,34.08
17.42,-0.108,0.725,8.676,18.499,81,12.31,34.22
17.48,-0.109,0.352,8.673,18.494,81,12.31,34.43
17.55,-0.127,0.767,8.673,18.489,81,12.29,34.67
17.61,-0.146,0.518,8.672,18.482,81,12.28,34.78
17.68,-0.104,0.207,8.671,18.475,81,12.28,35.01
17.74,-0.17,0.331,8.671,18.469,81,12.28,35.35
17.81,0.109,0.456,8.671,18.464,81,12.28,35.78
17.87,-0.189,0.767,8.668,18.459,81,12.28,36.17
17.94,-0.043,0.352,8.668,18.453,81,12.28,36.48
18.0,0.137,0.559,8.668,18.449,80,12.29,36.75
18.06,0.072,0.228,8.668,18.444,80,12.31,37.0
18.13,-0.139,0.87,8.667,18.441,80,12.31,37.26
18.19,-0.14,0.311,8.666,18.437,80,12.29,37.55
18.26,-0.133,0.932,8.666,18.434,80,12.29,37.82
18.32,-0.12,0.622,8.666,18.431,80,12.29,37.9
18.39,-0.118,0.684,8.666,18.429,80,12.29,37.89
18.45,-0.166,0.684,8.666,18.426,80,12.29,37.78
18.52,0.112,0.435,8.666,18.424,80,12.29,37.63
18.58,-0.061,0.704,8.666,18.421,80,12.29,37.46
18.65,0.057,0.373,8.663,18.413,80,12.29,37.23
18.71,0.223,0.642,8.662,18.405,80,12.29,37.03
18.77,-0.029,0.932,8.661,18.395,80,12.29,36.83
18.84,-0.109,0.414,8.661,18.382,88,12.29,36.63
18.9,-0.097,0.787,8.661,18.37,88,12.29,36.4
18.97,-0.106,0.787,8.661,18.366,88,12.29,36.2
19.03,-0.121,0.352,8.661,18.366,88,12.28,35.87
19.1,-0.094,0.849,8.661,18.362,88,12.28,35.63
19.16,-0.094,0.849,8.661,18.359,88,12.28,35.46
19.23,-0.122,0.601,8.661,18.355,88,12.28,35.33
19.29,0.126,0.974,8.659,18.352,88,12.28,35.18
19.35,-0.033,0.746,8.658,18.365,88,12.29,35.02
19.42,0.08,0.435,8.658,18.368,88,12.28,34.91
19.48,0.243,0.746,8.658,18.368,88,12.28,34.8
19.55,-0.008,0.725,8.658,18.366,88,12.28,34.72
19.61,-0.082,0.518,8.656,18.362,77,12.28,34.63
19.68,-0.074,0.787,8.656,18.357,77,12.28,34.52
19.74,-0.082,0.477,8.656,18.352,77,12.28,34.41
19.81,-0.098,0.767,8.656,18.349,77,12.29,34.2
19.87,-0.081,0.932,8.654,18.345,77,12.28,34.06
19.94,-0.063,0.331,8.654,18.341,77,12.28,33.97
20.0,-0.123,0.849,8.651,18.337,77,12.28,33.93
20.06,0.152,0.767,8.651,18.341,77,12.28,33.93
20.13,-0.024,0.601,8.649,18.337,77,12.28,33.86
20.19,0.082,0.642,8.649,18.336,77,12.28,33.82
20.26,0.261,0.373,8.647,18.337,77,12.28,33.78
20.32,0.041,0.663,8.646,18.339,77,12.28,33.79
20.39,-0.067,0.394,8.646,18.339,76,12.28,33.78
20.45,-0.057,0.767,8.644,18.336,76,12.28,33.77
20.52,-0.065,0.435,8.642,18.331,76,12.28,33.82
20.58,-0.081,0.249,8.641,18.323,76,12.29,33.75
20.65,-0.078,0.725,8.641,18.316,76,12.29,33.75
20.71,-0.039,0.331,8.641,18.303,76,12.29,33.88
20.77,-0.102,0.849,8.639,18.293,76,12.29,34.15
20.84,0.179,0.539,8.639,18.283,76,12.29,34.44
20.9,-0.081,0.373,8.639,18.28,76,12.29,34.71
20.97,0.035,0.539,8.636,18.275,76,12.29,35.02
21.03,0.217,0.539,8.636,18.273,76,12.29,35.31
21.1,0.125,0.352,8.635,18.273,76,12.29,35.61
21.16,-0.074,0.808,8.634,18.272,75,12.29,35.92
21.23,-0.079,0.435,8.634,18.268,75,12.29,36.19
21.29,-0.082,0.87,8.634,18.279,75,12.28,36.43
21.35,-0.096,0.414,8.632,18.284,75,12.28,36.56
21.42,-0.068,0.891,8.631,18.29,75,12.28,36.67
21.48,-0.091,0.373,8.629,18.294,75,12.28,36.88
21.55,-0.05,0.725,8.629,18.296,75,12.28,37.09
21.61,0.069,0.787,8.627,18.296,75,12.28,37.23
21.68,-0.007,0.435,8.626,18.302,75,12.28,37.22
21.74,0.126,0.787,8.625,18.311,75,12.28,37.1
21.81,0.245,0.539,8.624,18.314,75,12.28,36.92
21.87,-0.022,0.601,8.624,18.311,75,12.28,36.75
21.94,-0.071,0.746,8.624,18.311,80,12.28,36.6
22.0,-0.063,0.622,8.624,18.312,80,12.28,36.42
22.06,-0.074,0.684,8.624,18.309,80,12.28,36.19
22.13,-0.081,0.622,8.621,18.306,80,12.28,35.87
22.19,-0.036,0.746,8.621,18.304,80,12.28,35.64
22.26,-0.096,0.373,8.621,18.3,80,12.29,35.45
22.32,0.198,0.684,8.619,18.296,80,12.28,35.3
22.39,-0.079,0.539,8.619,18.292,80,12.28,35.16
22.45,0.043,0.725,8.619,18.29,80,12.28,35.02
22.52,0.228,0.58,8.619,18.286,80,12.28,34.9
22.58,0.151,0.518,8.616,18.28,80,12.28,34.83
22.65,-0.057,0.829,8.616,18.276,80,12.28,34.75
22.71,-0.054,0.808,8.614,18.277,80,12.28,34.63
22.77,-0.058,0.373,8.614,18.282,80,12.28,34.51
22.84,-0.074,0.829,8.614,18.286,80,12.28,34.33
22.9,-0.049,0.352,8.611,18.282,80,12.28,34.12
22.97,-0.067,0.891,8.609,18.28,80,12.28,34.02
23.03,-0.065,0.373,8.606,18.275,80,12.28,33.98
23.1,0.126,0.663,8.602,18.272,80,12.28,33.97
23.16,0.098,0.269,8.6,18.272,80,12.28,33.94
23.23,0.165,0.269,8.599,18.276,80,12.28,33.95
23.29,0.26,0.207,8.597,18.288,80,12.29,33.91
23.35,-0.003,0.414,8.599,18.301,80,12.29,33.84
23.42,-0.067,0.166,8.596,18.307,80,12.31,33.84
23.48,-0.062,0.186,8.591,18.326,80,12.28,33.81
23.55,-0.079,0.311,8.591,18.326,80,12.28,33.8
23.61,-0.071,0.186,8.585,18.327,80,12.27,33.62
23.68,-0.071,0.249,8.584,18.322,80,12.28,33.57
23.74,-0.131,0.186,8.582,18.325,80,12.28,33.65
23.81,0.124,0.311,8.579,18.34,80,12.28,33.94
23.87,-0.049,0.145,8.572,18.35,80,12.29,34.28
23.94,0.059,0.166,8.568,18.352,80,12.29,34.71
24.0,0.224,0.186,8.565,18.352,80,12.29,35.12
24.06,-0.022,0.186,8.565,18.351,80,12.29,35.45
24.13,-0.116,0.145,8.573,18.352,83,12.29,35.72
24.19,-0.11,0.207,8.579,18.352,83,12.29,36.08
24.26,-0.103,0.166,8.577,18.34,83,12.31,36.42
24.32,-0.096,0.145,8.572,18.33,83,12.29,36.61
24.39,-0.159,0.186,8.568,18.311,83,12.31,36.82
24.45,0.073,0.29,8.561,18.288,83,12.31,37.11
24.52,-0.07,0.124,8.551,18.288,83,12.29,37.43
24.58,0.057,0.124,8.545,18.296,83,12.29,37.6
24.65,0.245,0.124,8.542,18.297,83,12.29,37.65
24.71,0.023,0.104,8.54,18.295,83,12.29,37.65
24.77,-0.085,0.145,8.539,18.29,91,12.29,37.56
24.84,-0.074,0.145,8.537,18.286,91,12.29,37.33
24.9,-0.079,0.145,8.535,18.282,91,12.29,37.11
24.97,-0.037,0.166,8.534,18.278,91,12.31,36.8
25.03,-0.103,0.124,8.534,18.273,91,12.29,36.55
25.1,0.205,0.331,8.532,18.265,91,12.29,36.35
25.16,-0.108,0.207,8.53,18.26,91,12.31,36.18
25.23,0.029,0.145,8.529,18.257,91,12.29,35.99
25.29,0.209,0.124,8.529,18.253,91,12.29,35.74
25.35,0.171,0.166,8.527,18.25,91,12.29,35.42
25.42,-0.049,0.124,8.524,18.243,91,12.29,35.14
25.48,-0.052,0.186,8.52,18.239,89,12.29,34.96
25.55,-0.059,0.145,8.515,18.237,89,12.29,34.85
25.61,-0.034,0.145,8.513,18.237,89,12.29,34.67
25.68,-0.069,0.145,8.512,18.234,89,12.29,34.39
25.74,-0.045,0.207,8.51,18.234,89,12.29,34.26
25.81,0.141,0.394,8.51,18.234,89,12.29,34.23
25.87,0.002,0.124,8.514,18.237,89,12.29,34.24
25.94,0.129,0.166,8.513,18.24,89,12.31,34.18
26.0,0.253,0.104,8.508,18.245,89,12.31,34.14
26.06,-0.015,0.186,8.505,18.253,89,12.31,34.14
26.13,-0.064,0.124,8.5,18.261,89,12.31,34.14
26.19,-0.059,0.145,8.497,18.271,89,12.31,34.1
26.26,-0.074,0.145,8.493,18.281,89,12.31,34.07
26.32,-0.035,0.124,8.49,18.291,89,12.31,33.95
26.39,-0.096,0.145,8.487,18.301,89,12.31,33.87
26.45,0.162,0.352,8.484,18.311,89,12.31,33.88
26.52,-0.072,0.228,8.484,18.321,89,12.31,34.02
26.58,0.005,0.249,8.484,18.331,89,12.31,34.18
26.65,0.162,0.145,8.484,18.34,89,12.31,34.3
26.71,0.179,0.124,8.482,18.348,89,12.31,34.45
26.77,-0.068,0.166,8.48,18.361,89,12.31,34.7
26.84,-0.089,0.166,8.478,18.37,86,12.31,34.97
26.9,-0.093,0.145,8.477,18.38,86,12.31,35.31
26.97,-0.084,0.166,8.475,18.387,86,12.31,35.56
27.03,-0.1,0.145,8.475,18.382,86,12.31,35.74
27.1,-0.144,0.228,8.472,18.382,86,12.31,36.05
27.16,0.086,0.331,8.471,18.387,86,12.29,36.37
27.23,-0.06,0.228,8.47,18.394,86,12.29,36.76
27.29,0.062,0.331,8.468,18.397,86,12.29,37.02
27.35,0.218,0.145,8.467,18.398,86,12.31,37.27
27.42,-0.017,0.207,8.466,18.396,86,12.29,37.5
27.48,-0.095,0.166,8.465,18.394,89,12.29,37.74
27.55,-0.09,0.249,8.465,18.392,89,12.29,37.89
27.61,-0.103,0.124,8.465,18.387,89,12.29,37.88
27.68,-0.066,0.559,8.465,18.384,89,12.29,37.63
27.74,-0.137,0.29,8.462,18.382,89,12.29,37.44
27.81,0.164,0.456,8.462,18.377,89,12.28,37.21
27.87,-0.15,0.331,8.461,18.368,89,12.29,36.97
27.94,-0.003,0.124,8.46,18.358,89,12.29,36.71
28.0,0.169,0.166,8.46,18.348,89,12.29,36.51
28.06,0.108,0.145,8.457,18.338,89,12.29,36.31
28.13,-0.102,0.29,8.457,18.328,88,12.29,36.11
28.19,-0.103,0.166,8.457,18.318,88,12.29,35.93
28.26,-0.109,0.269,8.455,18.308,88,12.29,35.78
28.32,-0.122,0.166,8.453,18.298,88,12.29,35.48
28.39,-0.078,0.186,8.452,18.288,88,12.29,35.23
28.45,-0.144,0.166,8.451,18.28,88,12.29,35.13
28.52,0.164,0.435,8.45,18.275,88,12.29,35.08
28.58,-0.134,0.186,8.447,18.266,88,12.28,35.04
28.65,0.003,0.269,8.447,18.26,88,12.27,35.0
28.71,0.186,0.124,8.447,18.255,88,12.28,34.97
28.77,0.124,0.124,8.445,18.249,88,12.29,34.93
28.84,-0.072,0.104,8.445,18.247,84,12.29,34.87
28.9,-0.067,0.145,8.445,18.247,84,12.29,34.81
28.97,-0.072,0.124,8.442,18.249,84,12.29,34.81
29.03,-0.084,0.124,8.442,18.258,84,12.29,34.7
29.1,-0.087,0.145,8.442,18.27,84,12.29,34.58
29.16,-0.1,0.124,8.441,18.289,84,12.29,34.54
29.23,0.196,0.311,8.44,18.309,84,12.29,34.58
