Time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
13.48,-0.097,0.396,7.367,6.769,53,11.65,51.03
13.55,-0.09,0.352,7.362,6.755,53,11.65,50.9
13.61,-0.053,0.321,7.356,6.741,53,11.65,50.8
13.68,-0.054,0.373,7.35,6.731,53,11.65,50.71
13.74,-0.108,0.254,7.344,6.727,53,11.65,50.61
13.81,0.321,0.308,7.339,6.718,53,11.65,50.52
13.87,-0.105,0.357,7.334,6.707,53,11.65,50.46
13.94,0.03,0.311,7.33,6.694,53,11.64,50.39
14.0,0.148,0.269,7.325,6.681,53,11.65,50.33
14.06,0.351,0.249,7.32,6.672,53,11.65,50.3
14.13,0.124,0.326,7.315,6.663,53,11.64,50.21
14.19,-0.069,0.29,7.31,6.654,53,11.64,50.15
14.26,-0.054,0.311,7.305,6.647,53,11.64,50.09
14.32,-0.063,0.298,7.3,6.641,53,11.64,49.95
14.39,-0.077,0.295,7.295,6.636,53,11.64,49.88
14.45,-0.083,0.37,7.29,6.628,53,11.64,49.85
14.52,-0.072,0.29,7.285,6.622,53,11.65,49.82
14.58,-0.042,0.295,7.28,6.615,53,11.65,49.82
14.65,-0.058,0.254,7.272,6.6,53,11.65,49.8
14.71,0.326,0.274,7.271,6.599,53,11.65,49.8
14.77,0.265,0.272,7.267,6.591,53,11.65,49.79
14.84,-0.086,0.274,7.262,6.585,53,11.65,49.8
14.9,0.05,0.313,7.257,6.579,62,11.65,49.8
14.97,0.173,0.166,7.255,6.572,62,11.65,49.79
15.03,0.369,0.116,7.245,6.56,62,11.65,49.77
15.1,0.123,0.368,7.246,6.559,62,11.62,49.77
15.16,-0.064,0.29,7.242,6.554,62,11.62,49.77
15.23,-0.098,0.228,7.238,6.549,62,11.62,49.76
15.29,-0.104,0.228,7.234,6.542,62,11.62,49.64
15.35,-0.122,0.264,7.23,6.537,62,11.62,49.68
15.42,-0.14,0.202,7.225,6.533,62,11.62,49.8
15.48,-0.164,0.119,7.22,6.536,62,11.62,49.91
15.55,-0.111,0.202,7.214,6.575,62,11.61,50.14
15.61,-0.167,0.272,7.214,6.577,62,11.62,50.15
15.68,-0.198,0.272,7.21,6.596,62,11.64,50.28
15.74,0.187,0.282,7.207,6.624,62,11.64,50.39
15.81,-0.127,0.35,7.203,6.641,62,11.64,50.55
15.87,-0.075,0.163,7.199,6.65,62,11.62,50.67
15.94,0.078,0.21588636363636363,7.195,6.656,87,11.62,50.83
16.0,0.22,0.306,7.192,6.667,87,11.62,51.04
16.06,-0.09,0.383,7.188,6.668,87,11.65,51.2
16.13,-0.177,0.282,7.183,6.668,87,11.64,51.39
16.19,-0.149,0.332,7.18,6.657,87,11.64,51.51
16.26,-0.155,0.285,7.178,6.657,87,11.65,51.52
16.32,-0.161,0.274,7.174,6.651,87,11.65,51.51
16.39,-0.126,0.295,7.17,6.622,87,11.64,51.44
16.45,-0.071,0.329,7.167,6.585,87,11.61,51.37
16.52,-0.129,0.407,7.163,6.566,87,11.61,51.33
16.58,-0.045,0.272,7.158,6.559,87,11.62,51.24
16.65,0.206,0.347,7.156,6.558,87,11.62,51.11
16.71,-0.012,0.36,7.151,6.554,87,11.62,51.02
16.77,0.083,0.122,7.148,6.554,87,11.62,50.93
16.84,0.28,0.202,7.145,6.555,87,11.62,50.83
16.9,0.294,0.357,7.141,6.555,87,11.62,50.77
16.97,-0.038,0.35,7.138,6.552,87,11.62,50.68
17.03,-0.03,0.347,7.135,6.546,68,11.61,50.6
17.1,-0.041,0.344,7.131,6.539,68,11.61,50.47
17.16,-0.044,0.303,7.128,6.534,68,11.61,50.34
17.23,-0.066,0.383,7.125,6.529,68,11.61,50.29
17.29,-0.069,0.373,7.121,6.523,68,11.62,50.27
17.35,0.002,0.344,7.113,6.516,68,11.62,50.26
17.42,-0.057,0.352,7.113,6.516,68,11.62,50.26
17.48,-0.063,0.337,7.111,6.514,68,11.62,50.26
17.55,0.266,0.272,7.108,6.509,68,11.62,50.06
17.61,0.019,0.363,7.105,6.504,68,11.62,49.77
17.68,0.096,0.363,7.101,6.499,68,11.64,49.69
17.74,0.265,0.313,7.098,6.494,68,11.64,49.81
17.81,0.34,0.35,7.096,6.489,68,11.64,49.97
17.87,-0.01,0.329,7.093,6.488,68,11.64,50.14
17.94,-0.062,0.383,7.09,6.488,65,11.62,50.16
18.0,-0.052,0.339,7.087,6.487,65,11.61,50.07
18.06,-0.069,0.355,7.085,6.488,65,11.6,49.98
18.13,-0.091,0.388,7.081,6.487,65,11.6,50.02
18.19,-0.097,0.282,7.077,6.489,65,11.6,50.07
18.26,-0.052,0.223,7.076,6.494,65,11.6,50.11
18.32,-0.071,0.329,7.073,6.5,65,11.6,50.16
18.39,-0.139,0.274,7.072,6.508,65,11.6,50.18
18.45,0.262,0.267,7.073,6.517,65,11.6,50.2
18.52,-0.123,0.251,7.076,6.529,65,11.6,50.23
18.58,-0.03,0.23,7.082,6.541,65,11.6,50.25
18.65,0.072,0.15,7.091,6.56,64,11.6,50.31
18.71,0.25,0.192,7.103,6.582,64,11.6,50.45
18.77,-0.018,0.285,7.117,6.607,64,11.6,50.61
18.84,-0.196,0.308,7.157,6.669,64,11.6,50.94
18.9,-0.19,0.282,7.158,6.675,64,11.6,50.96
18.97,-0.207,0.29,7.185,6.708,64,11.6,51.05
19.03,-0.197,0.194,7.214,6.74,64,11.6,51.18
19.1,-0.19,0.192,7.244,6.775,64,11.6,51.31
19.16,-0.192,0.256,7.277,6.811,64,11.6,51.42
19.23,-0.264,0.207,7.315,6.852,64,11.6,51.49
19.29,-0.003,0.269,7.352,6.888,64,11.6,51.57
19.35,-0.094,0.352,7.425,6.962,64,11.6,51.76
19.42,-0.133,0.251,7.428,6.967,64,11.6,51.78
19.48,-0.04,0.158,7.465,7.001,69,11.6,51.93
19.55,0.156,0.06,7.501,7.034,69,11.6,52.04
19.61,0.066,0.344,7.537,7.062,69,11.6,52.13
19.68,-0.16,0.241,7.573,7.089,69,11.6,52.19
19.74,-0.172,0.238,7.605,7.121,69,11.6,52.21
19.81,-0.155,0.124,7.64,7.158,69,11.6,52.09
19.87,-0.165,0.171,7.671,7.194,69,11.6,51.96
19.94,-0.15,0.321,7.7,7.234,69,11.59,51.89
20.0,-0.146,0.288,7.752,7.305,69,11.59,51.77
20.06,-0.155,0.282,7.756,7.308,69,11.59,51.77
20.13,-0.134,0.326,7.78,7.338,69,11.59,51.73
20.19,0.232,0.321,7.802,7.361,69,11.59,51.66
20.26,-0.028,0.363,7.821,7.384,69,11.59,51.59
20.32,0.057,0.238,7.852,7.434,69,11.59,51.53
20.39,0.237,0.171,7.853,7.437,69,11.59,51.53
20.45,0.3,0.368,7.865,7.458,69,11.59,51.49
20.52,-0.015,0.308,7.875,7.472,69,11.57,51.4
20.58,-0.045,0.308,7.885,7.479,70,11.57,51.28
20.65,-0.038,0.233,7.891,7.484,70,11.59,51.08
20.71,-0.047,0.262,7.896,7.489,70,11.57,50.87
20.77,-0.055,0.334,7.898,7.501,70,11.59,50.74
20.84,-0.046,0.303,7.894,7.513,70,11.57,50.57
20.9,0.021,0.274,7.894,7.515,70,11.57,50.56
20.97,-0.072,0.368,7.891,7.51,70,11.59,50.51
21.03,0.039,0.337,7.885,7.501,70,11.6,50.46
21.1,0.222,0.35,7.877,7.5,70,11.6,50.42
21.16,0.033,0.295,7.867,7.5,70,11.6,50.38
21.23,0.132,0.233,7.855,7.517,70,11.6,50.36
21.29,0.293,0.332,7.843,7.555,70,11.6,50.36
21.35,0.247,0.337,7.829,7.565,70,11.6,50.36
21.42,0.003,0.352,7.816,7.553,70,11.6,50.36
21.48,-0.012,0.311,7.801,7.547,67,11.6,50.39
21.55,-0.003,0.324,7.787,7.548,67,11.6,50.34
21.61,-0.013,0.306,7.757,7.543,67,11.6,50.3
21.68,-0.032,0.355,7.755,7.545,67,11.6,50.3
21.74,-0.024,0.308,7.74,7.543,67,11.6,50.32
21.81,0.033,0.303,7.725,7.55,67,11.6,50.35
21.87,-0.054,0.298,7.712,7.521,67,11.6,50.38
21.94,-0.062,0.337,7.7,7.523,67,11.6,50.41
22.0,0.245,0.316,7.688,7.536,67,11.6,50.46
22.06,-0.016,0.324,7.679,7.538,67,11.6,50.55
22.13,0.053,0.3,7.671,7.536,67,11.6,50.71
22.19,0.216,0.321,7.665,7.54,67,11.6,50.88
22.26,0.266,0.215,7.66,7.54,67,11.6,51.03
22.32,-0.083,0.334,7.658,7.542,67,11.6,51.14
22.39,-0.119,0.334,7.658,7.543,65,11.6,51.27
22.45,-0.105,0.3,7.658,7.546,65,11.6,51.33
22.52,-0.127,0.321,7.659,7.545,65,11.6,51.37
22.58,-0.138,0.259,7.66,7.545,65,11.6,51.5
22.65,-0.077,0.295,7.665,7.551,65,11.6,51.8
22.71,-0.162,0.272,7.665,7.551,65,11.6,51.82
22.77,-0.073,0.272,7.667,7.558,65,11.6,51.98
22.84,0.215,0.272,7.668,7.573,65,11.6,52.19
22.9,-0.065,0.262,7.669,7.61,65,11.6,52.39
22.97,0.012,0.244,7.67,7.621,65,11.6,52.55
23.03,0.164,0.176,7.67,7.645,65,11.6,52.73
23.1,0.257,0.376,7.67,7.647,65,11.6,52.73
23.16,-0.05,0.306,7.672,7.633,65,11.6,52.7
23.23,-0.079,0.3,7.672,7.614,70,11.6,52.67
23.29,-0.084,0.311,7.672,7.623,70,11.6,52.45
23.35,-0.086,0.313,7.67,7.634,70,11.6,52.28
23.42,-0.08,0.326,7.672,7.654,70,11.6,52.11
23.48,-0.042,0.326,7.676,7.745,70,11.6,51.89
23.55,-0.045,0.388,7.677,7.75,70,11.6,51.88
23.61,-0.076,0.391,7.683,7.781,70,11.6,51.78
23.68,0.289,0.249,7.688,7.803,70,11.6,51.65
23.74,-0.038,0.363,7.7,7.817,70,11.6,51.5
23.81,0.056,0.35,7.712,7.827,70,11.6,51.41
23.87,0.169,0.337,7.744,7.843,70,11.6,50.87
23.94,0.365,0.391,7.743,7.844,70,11.6,50.85
24.0,0.215,0.383,7.761,7.852,70,11.61,50.87
24.06,-0.009,0.394,7.778,7.859,68,11.61,51.0
24.13,-0.005,0.386,7.798,7.867,68,11.61,51.12
24.19,-0.017,0.339,7.818,7.874,68,11.6,51.14
24.26,-0.035,0.342,7.838,7.875,68,11.6,51.1
24.32,-0.043,0.324,7.857,7.874,68,11.55,51.12
24.39,0.004,0.293,7.893,7.882,68,11.57,51.15
24.45,-0.031,0.288,7.894,7.884,68,11.6,51.15
24.52,0.334,0.254,7.909,7.894,68,11.6,51.15
24.58,0.277,0.251,7.922,7.904,68,11.6,51.17
24.65,-0.07,0.293,7.936,7.919,68,11.6,51.16
24.71,0.051,0.142,7.947,7.931,67,11.55,51.18
24.77,0.181,0.23,7.957,7.942,67,11.57,51.23
24.84,0.37,0.347,7.971,7.953,67,11.61,51.25
24.9,0.108,0.337,7.971,7.955,67,11.65,51.25
24.97,-0.073,0.324,7.976,7.952,67,11.65,51.25
25.03,-0.079,0.277,7.981,7.957,67,11.6,51.29
25.1,-0.088,0.212,7.985,7.967,67,11.59,51.28
25.16,-0.133,0.326,7.987,7.986,67,11.6,51.31
25.23,-0.138,0.298,7.987,8.004,67,11.62,51.42
25.29,-0.127,0.236,7.99,8.016,67,11.61,51.5
25.35,-0.116,0.192,7.99,8.032,67,11.61,51.61
25.42,-0.194,0.28,7.993,8.055,67,11.62,51.69
25.48,0.155,0.22,7.996,8.086,67,11.62,51.75
25.55,-0.143,0.409,8.003,8.116,67,11.62,51.8
25.61,-0.073,0.306,8.012,8.147,67,11.62,51.86
25.68,0.024,0.267,8.026,8.181,90,11.64,51.97
25.74,0.22,0.212,8.043,8.21,90,11.65,52.13
25.81,0.093,0.277,8.063,8.232,90,11.67,52.29
25.87,-0.15,0.28,8.088,8.244,90,11.66,52.45
25.94,-0.138,0.337,8.115,8.265,90,11.65,52.59
26.0,-0.138,0.259,8.145,8.294,90,11.65,52.67
26.06,-0.139,0.316,8.177,8.319,90,11.65,52.79
26.13,-0.136,0.29,8.212,8.345,90,11.65,52.96
26.19,-0.082,0.163,8.244,8.373,90,11.64,53.06
26.26,-0.154,0.256,8.279,8.395,90,11.62,53.07
26.32,0.106,0.293,8.312,8.415,90,11.62,52.98
26.39,0.136,0.293,8.342,8.441,90,11.62,52.85
26.45,-0.06,0.324,8.375,8.477,90,11.62,52.68
26.52,0.017,0.308,8.402,8.51,74,11.62,52.57
26.58,0.186,0.207,8.427,8.532,74,11.62,52.53
26.65,0.263,0.339,8.472,8.548,74,11.62,52.36
26.71,-0.075,0.355,8.473,8.548,74,11.62,52.36
26.77,-0.104,0.342,8.492,8.548,74,11.64,52.34
26.84,-0.084,0.355,8.512,8.539,74,11.64,52.24
26.9,-0.113,0.249,8.535,8.534,74,11.62,52.08
26.97,-0.111,0.202,8.554,8.523,74,11.62,51.99
27.03,-0.106,0.288,8.567,8.521,74,11.62,51.92
27.1,-0.041,0.28,8.578,8.508,74,11.62,51.89
27.16,-0.078,0.363,8.586,8.489,74,11.64,51.91
27.23,-0.121,0.313,8.591,8.473,74,11.65,51.99
27.29,0.316,0.298,8.594,8.467,74,11.64,52.07
27.35,-0.031,0.332,8.591,8.45,74,11.61,52.12
27.42,0.064,0.326,8.587,8.442,74,11.61,52.15
27.48,0.174,0.207,8.578,8.437,74,11.62,52.14
27.55,0.378,0.21,8.571,8.427,74,11.62,52.18
27.61,0.087,0.339,8.564,8.423,74,11.62,52.17
27.68,-0.056,0.282,8.534,8.382,60,11.62,52.01
27.74,-0.048,0.316,8.533,8.379,60,11.62,52.0
27.81,-0.06,0.326,8.512,8.35,60,11.62,51.87
27.87,-0.075,0.329,8.489,8.322,60,11.62,51.74
27.94,-0.083,0.37,8.464,8.293,60,11.64,51.66
28.0,-0.079,0.238,8.438,8.262,60,11.65,51.6
28.06,-0.008,0.326,8.413,8.228,60,11.64,51.58
28.13,-0.075,0.298,8.366,8.171,60,11.62,51.49
28.19,-0.089,0.36,8.361,8.167,60,11.62,51.48
28.26,0.264,0.293,8.338,8.14,60,11.62,51.4
28.32,0.006,0.318,8.312,8.113,60,11.62,51.37
28.39,0.081,0.288,8.289,8.086,60,11.62,51.31
28.45,0.223,0.137,8.266,8.056,60,11.64,51.22
28.52,0.348,0.249,8.242,8.029,60,11.64,51.15
28.58,0.018,0.326,8.218,8.001,60,11.62,51.09
28.65,-0.067,0.334,8.196,7.976,63,11.62,51.05
28.71,-0.05,0.285,8.174,7.951,63,11.61,50.96
28.77,-0.076,0.316,8.154,7.924,63,11.61,50.87
28.84,-0.085,0.259,8.133,7.899,63,11.61,50.84
28.9,-0.086,0.303,8.112,7.876,63,11.6,50.84
28.97,-0.11,0.298,8.092,7.853,63,11.6,50.86
29.03,-0.059,0.337,8.07,7.831,63,11.59,50.83
29.1,-0.12,0.262,8.052,7.808,63,11.59,50.83
29.16,-0.168,0.334,8.033,7.788,63,11.61,50.85
