Time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
3.87,-0.025,0.249,1.904,3.923,78,11.37,35.52
3.94,-0.033,0.269,1.904,3.921,78,11.37,35.46
4.0,-0.042,0.269,1.902,3.92,78,11.37,35.42
4.06,-0.004,0.269,1.902,3.92,78,11.37,35.38
4.13,-0.053,0.269,1.902,3.919,78,11.37,35.37
4.19,-0.052,0.352,1.902,3.916,78,11.37,35.36
4.26,0.239,0.684,1.9,3.915,78,11.37,35.36
4.32,-0.028,0.249,1.899,3.915,78,11.37,35.37
4.39,0.004,0.186,1.899,3.915,78,11.37,35.37
4.45,0.09,0.228,1.899,3.915,72,11.37,35.38
4.52,0.17,0.269,1.899,3.913,72,11.37,35.38
4.58,-0.01,0.249,1.898,3.913,72,11.37,35.39
4.65,-0.036,0.249,1.897,3.913,72,11.37,35.4
4.71,-0.032,0.249,1.897,3.91,72,11.37,35.45
4.77,-0.044,0.269,1.897,3.91,72,11.37,35.46
4.84,-0.025,0.249,1.897,3.908,72,11.37,35.51
4.9,-0.056,0.228,1.897,3.908,72,11.37,35.58
4.97,-0.086,0.269,1.894,3.908,72,11.37,35.67
5.03,0.228,0.849,1.894,3.906,72,11.37,35.75
5.1,-0.044,0.29,1.894,3.906,72,11.37,35.86
5.16,-0.017,0.29,1.894,3.905,72,11.37,35.97
5.23,0.055,0.249,1.893,3.905,76,11.37,36.07
5.29,0.155,0.269,1.892,3.905,76,11.37,36.15
5.35,-0.009,0.249,1.892,3.905,76,11.37,36.24
5.42,-0.057,0.29,1.892,3.903,76,11.37,36.34
5.48,-0.042,0.269,1.892,3.903,76,11.37,36.4
5.55,-0.049,0.249,1.892,3.903,76,11.37,36.46
5.61,-0.025,0.269,1.89,3.903,76,11.37,36.54
5.68,-0.086,0.228,1.889,3.903,76,11.37,36.63
5.74,0.127,0.725,1.889,3.903,76,11.37,36.71
5.81,0.02,0.539,1.889,3.9,76,11.37,36.79
5.87,-0.038,0.311,1.889,3.9,76,11.37,36.84
5.94,0.089,0.269,1.887,3.9,80,11.37,36.9
6.0,0.131,0.269,1.887,3.9,80,11.37,36.94
6.06,0.081,0.207,1.887,3.898,80,11.37,36.92
6.13,-0.062,0.207,1.887,3.898,80,11.37,36.87
6.19,-0.053,0.249,1.887,3.895,80,11.37,36.77
6.26,-0.056,0.228,1.884,3.894,80,11.37,36.53
6.32,-0.045,0.228,1.884,3.893,80,11.37,36.52
6.39,-0.059,0.249,1.884,3.892,80,11.37,36.45
6.45,-0.1,0.29,1.884,3.891,80,11.37,36.36
6.52,0.212,0.704,1.883,3.889,80,11.37,36.28
6.58,-0.071,0.373,1.882,3.888,80,11.37,36.22
6.65,-0.048,0.228,1.882,3.886,80,11.37,36.16
6.71,0.01,0.228,1.882,3.886,80,11.37,36.11
6.77,0.125,0.29,1.882,3.883,80,11.37,36.03
6.84,0.007,0.207,1.882,3.883,80,11.37,35.96
6.9,-0.081,0.29,1.879,3.881,80,11.37,35.9
6.97,-0.068,0.269,1.879,3.881,80,11.37,35.85
7.03,-0.073,0.29,1.879,3.879,80,11.37,35.75
7.1,-0.083,0.228,1.879,3.877,80,11.37,35.69
7.16,-0.048,0.249,1.879,3.876,80,11.37,35.65
7.23,-0.11,0.228,1.879,3.874,80,11.37,35.64
7.29,0.011,0.642,1.878,3.873,80,11.37,35.63
7.35,0.084,0.58,1.877,3.872,80,11.37,35.61
7.42,-0.074,0.249,1.877,3.871,80,11.37,35.61
7.48,-0.035,0.249,1.877,3.869,75,11.37,35.61
7.55,0.068,0.249,1.877,3.868,75,11.37,35.6
7.61,0.086,0.249,1.875,3.868,75,11.37,35.59
7.68,-0.084,0.228,1.874,3.866,75,11.35,35.57
7.74,-0.085,0.269,1.874,3.866,75,11.37,35.55
7.81,-0.081,0.249,1.874,3.864,75,11.37,35.53
7.87,-0.093,0.249,1.874,3.863,75,11.37,35.48
7.94,-0.101,0.29,1.873,3.861,75,11.37,35.47
8.0,-0.065,0.269,1.872,3.859,75,11.35,35.45
8.06,-0.123,0.29,1.872,3.858,75,11.37,35.45
8.13,0.072,0.58,1.872,3.857,75,11.35,35.44
8.19,0.004,0.518,1.872,3.856,75,11.37,35.44
8.26,-0.079,0.249,1.869,3.853,75,11.37,35.45
8.32,-0.035,0.269,1.869,3.853,71,11.35,35.45
8.39,0.071,0.269,1.869,3.853,71,11.37,35.45
8.45,0.073,0.228,1.869,3.851,71,11.37,35.47
8.52,-0.088,0.228,1.869,3.849,71,11.37,35.46
8.58,-0.086,0.249,1.868,3.848,71,11.37,35.47
8.65,-0.085,0.228,1.867,3.847,71,11.37,35.46
8.71,-0.099,0.269,1.867,3.846,71,11.37,35.44
8.77,-0.084,0.269,1.867,3.843,71,11.35,35.49
8.84,-0.097,0.29,1.867,3.843,71,11.37,35.54
8.9,-0.134,0.331,1.865,3.841,71,11.37,35.62
8.97,0.176,0.704,1.864,3.841,71,11.37,35.67
9.03,-0.093,0.269,1.864,3.838,71,11.35,35.73
9.1,-0.068,0.207,1.864,3.838,71,11.37,35.83
9.16,-0.001,0.269,1.864,3.837,74,11.37,35.93
9.23,0.106,0.269,1.864,3.836,74,11.37,36.02
9.29,-0.045,0.311,1.863,3.834,74,11.37,36.1
9.35,-0.104,0.249,1.862,3.833,74,11.37,36.18
9.42,-0.088,0.269,1.862,3.832,74,11.37,36.25
9.48,-0.095,0.249,1.862,3.831,74,11.35,36.27
9.55,-0.059,0.29,1.862,3.831,74,11.35,36.34
9.61,-0.119,0.249,1.86,3.828,74,11.35,36.44
9.68,-0.081,0.435,1.86,3.828,74,11.37,36.53
9.74,0.147,0.684,1.86,3.826,74,11.35,36.62
9.81,-0.074,0.29,1.86,3.824,74,11.35,36.69
9.87,-0.034,0.228,1.858,3.823,74,11.35,36.77
9.94,0.056,0.228,1.857,3.822,80,11.35,36.85
10.0,0.095,0.249,1.857,3.821,80,11.35,36.92
10.06,-0.073,0.269,1.857,3.819,80,11.35,36.92
10.13,-0.074,0.228,1.857,3.818,80,11.35,36.87
10.19,-0.066,0.269,1.857,3.818,80,11.35,36.78
10.26,-0.035,0.269,1.857,3.816,80,11.35,36.67
10.32,-0.101,0.228,1.855,3.814,80,11.35,36.61
10.39,-0.058,0.435,1.855,3.813,80,11.35,36.53
10.45,0.164,0.663,1.855,3.812,80,11.35,36.49
10.52,-0.063,0.249,1.855,3.809,80,11.35,36.44
10.58,-0.022,0.228,1.855,3.808,80,11.35,36.36
10.65,0.074,0.228,1.853,3.808,84,11.35,36.28
10.71,0.111,0.249,1.852,3.808,84,11.35,36.22
10.77,-0.056,0.228,1.852,3.807,84,11.35,36.17
10.84,-0.058,0.269,1.852,3.806,84,11.35,36.12
10.9,-0.048,0.228,1.852,3.806,84,11.35,36.03
10.97,-0.024,0.228,1.85,3.804,84,11.35,35.93
11.03,-0.055,0.249,1.85,3.803,84,11.35,35.87
11.1,-0.091,0.331,1.85,3.801,84,11.35,35.83
11.16,0.223,0.746,1.85,3.801,84,11.35,35.82
11.23,-0.046,0.29,1.85,3.799,84,11.35,35.79
11.29,-0.023,0.249,1.847,3.799,84,11.35,35.78
11.35,0.047,0.249,1.847,3.796,81,11.35,35.77
11.42,0.159,0.228,1.847,3.794,81,11.35,35.75
11.48,0.012,0.249,1.847,3.794,81,11.35,35.71
11.55,-0.044,0.29,1.847,3.791,81,11.35,35.7
11.61,-0.029,0.269,1.845,3.791,81,11.35,35.67
11.68,-0.036,0.269,1.845,3.791,81,11.35,35.59
11.74,-0.028,0.249,1.845,3.791,81,11.35,35.56
11.81,-0.022,0.269,1.845,3.79,81,11.35,35.54
11.87,-0.069,0.269,1.843,3.789,81,11.35,35.52
11.94,0.239,0.746,1.842,3.786,81,11.35,35.52
12.0,-0.035,0.249,1.842,3.786,81,11.35,35.51
12.06,-0.012,0.269,1.842,3.784,81,11.35,35.49
12.13,0.043,0.249,1.842,3.785,81,11.35,35.49
12.19,0.162,0.269,1.842,3.784,81,11.35,35.49
12.26,0.059,0.269,1.841,3.784,81,11.35,35.49
12.32,-0.035,0.249,1.84,3.781,76,11.35,35.48
12.39,-0.028,0.228,1.84,3.781,76,11.35,35.47
12.45,-0.03,0.269,1.84,3.781,76,11.35,35.42
12.52,-0.04,0.228,1.84,3.779,76,11.35,35.38
12.58,-0.004,0.29,1.838,3.779,76,11.35,35.4
12.65,-0.061,0.269,1.838,3.776,76,11.35,35.42
12.71,-0.001,0.497,1.836,3.775,76,11.35,35.51
12.77,0.183,0.642,1.837,3.774,76,11.35,35.52
12.84,-0.03,0.249,1.837,3.774,76,11.35,35.58
12.9,0.006,0.249,1.837,3.771,76,11.35,35.67
12.97,0.097,0.249,1.835,3.771,74,11.35,35.74
13.03,0.137,0.269,1.835,3.771,74,11.35,35.82
13.1,-0.038,0.249,1.835,3.77,74,11.35,35.92
13.16,-0.043,0.29,1.835,3.769,74,11.35,36.03
13.23,-0.037,0.269,1.835,3.769,74,11.35,36.07
13.29,-0.046,0.269,1.833,3.766,74,11.35,36.1
13.35,-0.014,0.269,1.832,3.766,74,11.35,36.18
13.42,-0.075,0.269,1.832,3.766,74,11.35,36.25
13.48,0.105,0.642,1.832,3.766,74,11.35,36.35
13.55,0.063,0.559,1.832,3.764,74,11.35,36.45
13.61,-0.024,0.249,1.832,3.764,74,11.35,36.51
13.68,0.019,0.269,1.831,3.764,74,11.35,36.59
13.74,0.119,0.269,1.83,3.761,74,11.35,36.68
13.81,0.104,0.228,1.83,3.761,74,11.35,36.75
13.87,-0.041,0.269,1.83,3.761,78,11.35,36.83
13.94,-0.033,0.249,1.83,3.759,78,11.35,36.87
14.0,-0.034,0.207,1.827,3.759,78,11.35,36.84
14.06,-0.011,0.29,1.827,3.759,78,11.35,36.82
14.13,-0.058,0.269,1.827,3.757,78,11.35,36.78
14.19,-0.084,0.352,1.827,3.756,78,11.35,36.69
14.26,0.238,0.746,1.827,3.756,78,11.35,36.64
14.32,-0.042,0.311,1.827,3.754,78,11.35,36.56
14.39,-0.014,0.249,1.826,3.754,78,11.35,36.48
14.45,0.055,0.228,1.825,3.752,81,11.35,36.39
14.52,0.147,0.269,1.825,3.751,81,11.35,36.35
14.58,-0.016,0.228,1.825,3.751,81,11.35,36.27
14.65,-0.052,0.29,1.825,3.75,81,11.35,36.21
14.71,-0.036,0.249,1.825,3.749,81,11.35,36.13
14.77,-0.044,0.228,1.825,3.749,81,11.35,36.01
14.84,-0.046,0.269,1.822,3.746,81,11.35,35.93
14.9,-0.014,0.269,1.822,3.746,81,11.35,35.88
14.97,-0.078,0.249,1.822,3.744,81,11.35,35.86
15.03,0.163,0.642,1.822,3.744,81,11.35,35.84
15.1,0.013,0.518,1.821,3.741,81,11.35,35.83
15.16,-0.03,0.29,1.82,3.741,81,11.35,35.81
15.23,0.016,0.228,1.82,3.739,74,11.35,35.79
15.29,0.125,0.249,1.82,3.739,74,11.35,35.79
15.35,0.105,0.228,1.82,3.737,74,11.35,35.78
15.42,-0.042,0.29,1.82,3.736,74,11.35,35.76
15.48,-0.037,0.269,1.817,3.736,74,11.35,35.77
15.55,-0.034,0.228,1.817,3.734,74,11.35,35.73
15.61,-0.047,0.269,1.817,3.734,74,11.35,35.66
15.68,-0.05,0.249,1.817,3.731,74,11.35,35.65
15.74,-0.018,0.249,1.817,3.731,74,11.35,35.62
15.81,-0.067,0.249,1.817,3.731,74,11.35,35.62
15.87,0.079,0.539,1.816,3.729,74,11.35,35.62
15.94,0.112,0.559,1.816,3.729,74,11.35,35.61
16.0,-0.025,0.249,1.815,3.726,74,11.35,35.6
16.06,0.014,0.228,1.815,3.726,70,11.35,35.59
16.13,0.117,0.269,1.815,3.725,70,11.35,35.56
16.19,0.131,0.249,1.815,3.724,70,11.35,35.54
16.26,-0.037,0.228,1.813,3.721,70,11.35,35.54
16.32,-0.039,0.249,1.812,3.721,70,11.35,35.55
16.39,-0.034,0.269,1.812,3.721,70,11.35,35.51
16.45,-0.048,0.29,1.812,3.72,70,11.35,35.44
16.52,-0.053,0.269,1.812,3.719,70,11.35,35.41
16.58,-0.029,0.269,1.812,3.719,70,11.35,35.37
16.65,-0.056,0.228,1.811,3.716,70,11.35,35.35
16.71,-0.076,0.352,1.81,3.715,70,11.35,35.32
16.77,0.243,0.663,1.81,3.714,70,11.35,35.29
16.84,-0.038,0.228,1.81,3.714,70,11.35,35.31
16.9,-0.011,0.269,1.81,3.713,70,11.35,35.34
16.97,0.069,0.269,1.808,3.712,69,11.35,35.33
17.03,0.166,0.249,1.807,3.71,69,11.35,35.35
17.1,-0.011,0.269,1.807,3.709,69,11.35,35.35
17.16,-0.052,0.269,1.807,3.709,69,11.35,35.36
17.23,-0.042,0.228,1.807,3.709,69,11.35,35.35
17.29,-0.054,0.269,1.807,3.707,69,11.35,35.3
17.35,-0.066,0.29,1.807,3.705,69,11.35,35.32
17.42,-0.061,0.269,1.805,3.704,69,11.35,35.37
17.48,-0.056,0.249,1.805,3.704,69,11.35,35.46
17.55,-0.095,0.269,1.805,3.704,69,11.35,35.55
17.61,0.209,0.787,1.805,3.702,69,11.35,35.64
17.68,-0.061,0.269,1.805,3.702,69,11.35,35.74
17.74,-0.038,0.269,1.802,3.699,69,11.35,35.86
17.81,0.025,0.249,1.802,3.699,70,11.35,35.97
17.87,0.144,0.228,1.802,3.698,70,11.35,36.08
17.94,0.007,0.269,1.802,3.695,70,11.35,36.18
18.0,-0.073,0.269,1.802,3.697,70,11.35,36.28
18.06,-0.058,0.269,1.802,3.695,70,11.35,36.37
18.13,-0.065,0.249,1.802,3.694,70,11.35,36.4
18.19,-0.072,0.228,1.8,3.693,70,11.35,36.46
18.26,-0.052,0.29,1.8,3.693,70,11.35,36.55
18.32,-0.098,0.249,1.8,3.692,70,11.35,36.61
18.39,0.208,0.767,1.8,3.69,70,11.35,36.68
18.45,-0.073,0.414,1.8,3.689,70,11.35,36.71
18.52,-0.039,0.249,1.798,3.688,70,11.35,36.75
18.58,0.015,0.29,1.797,3.687,75,11.34,36.83
18.65,0.131,0.29,1.797,3.687,75,11.34,36.88
18.71,0.034,0.207,1.797,3.685,75,11.35,36.88
18.77,-0.064,0.269,1.797,3.682,75,11.35,36.84
18.84,-0.048,0.269,1.797,3.684,75,11.34,36.77
18.9,-0.055,0.269,1.797,3.683,75,11.34,36.66
18.97,-0.038,0.228,1.795,3.682,75,11.35,36.56
19.03,-0.059,0.249,1.795,3.682,75,11.34,36.52
19.1,-0.092,0.249,1.795,3.679,75,11.34,36.44
19.16,0.231,0.787,1.795,3.679,75,11.35,36.39
19.23,-0.048,0.311,1.795,3.677,75,11.34,36.33
19.29,-0.022,0.249,1.793,3.677,75,11.34,36.26
19.35,0.045,0.249,1.792,3.677,79,11.34,36.2
19.42,0.157,0.249,1.792,3.677,79,11.34,36.15
19.48,0.005,0.228,1.792,3.674,79,11.35,36.11
19.55,-0.054,0.311,1.792,3.674,79,11.34,36.06
19.61,-0.037,0.249,1.792,3.672,79,11.34,36.0
19.68,-0.04,0.29,1.791,3.672,79,11.35,35.9
19.74,-0.041,0.414,1.79,3.67,79,11.34,35.82
19.81,-0.016,0.29,1.79,3.669,79,11.34,35.76
19.87,-0.073,0.249,1.79,3.669,79,11.34,35.72
19.94,0.22,0.58,1.79,3.668,79,11.34,35.69
20.0,-0.027,0.518,1.787,3.665,79,11.34,35.66
20.06,-0.02,0.249,1.787,3.665,79,11.34,35.64
20.13,0.028,0.249,1.787,3.664,75,11.34,35.64
20.19,0.151,0.29,1.787,3.664,75,11.34,35.63
20.26,0.098,0.228,1.787,3.664,75,11.34,35.61
20.32,-0.037,0.29,1.787,3.664,75,11.34,35.6
20.39,-0.025,0.29,1.786,3.662,75,11.34,35.59
20.45,-0.024,0.29,1.785,3.662,75,11.34,35.54
20.52,-0.035,0.249,1.785,3.662,75,11.34,35.49
20.58,-0.004,0.249,1.785,3.662,75,11.34,35.48
20.65,-0.053,0.311,1.785,3.66,75,11.34,35.47
20.71,-0.047,0.352,1.783,3.658,75,11.34,35.49
20.77,0.237,0.684,1.785,3.657,75,11.34,35.49
20.84,-0.028,0.269,1.782,3.657,75,11.34,35.52
20.9,0.005,0.249,1.782,3.658,75,11.34,35.53
20.97,0.096,0.207,1.782,3.657,75,11.34,35.54
21.03,0.17,0.249,1.782,3.654,75,11.34,35.51
21.1,-0.014,0.249,1.782,3.654,75,11.34,35.49
21.16,-0.033,0.249,1.78,3.654,75,11.34,35.48
21.23,-0.022,0.269,1.78,3.654,75,11.34,35.45
21.29,-0.033,0.269,1.78,3.652,75,11.34,35.41
21.35,-0.044,0.269,1.78,3.652,75,11.34,35.38
21.42,-0.009,0.29,1.78,3.65,75,11.34,35.41
21.48,-0.06,0.228,1.78,3.649,75,11.34,35.41
21.55,0.025,0.518,1.777,3.649,75,11.34,35.43
21.61,0.164,0.684,1.777,3.649,75,11.34,35.43
21.68,-0.029,0.249,1.777,3.648,75,11.34,35.46
21.74,0.005,0.269,1.777,3.647,75,11.34,35.49
21.81,0.104,0.228,1.777,3.647,72,11.34,35.54
21.87,0.142,0.269,1.776,3.644,72,11.34,35.62
21.94,-0.041,0.249,1.775,3.644,72,11.34,35.69
22.0,-0.046,0.269,1.775,3.642,72,11.34,35.8
22.06,-0.04,0.249,1.775,3.64,72,11.34,35.87
22.13,-0.052,0.269,1.775,3.639,72,11.34,35.92
22.19,-0.049,0.269,1.775,3.639,72,11.34,36.0
22.26,-0.036,0.249,1.774,3.637,72,11.34,36.07
22.32,-0.08,0.228,1.773,3.637,72,11.34,36.16
22.39,0.223,0.684,1.773,3.637,72,11.34,36.25
22.45,-0.06,0.29,1.773,3.637,72,11.34,36.31
22.52,-0.03,0.249,1.773,3.637,72,11.34,36.39
22.58,0.027,0.228,1.773,3.634,74,11.34,36.45
22.65,0.142,0.249,1.771,3.634,74,11.34,36.52
22.71,0.028,0.29,1.771,3.634,74,11.34,36.59
22.77,-0.066,0.29,1.77,3.633,74,11.34,36.67
22.84,-0.05,0.249,1.77,3.632,74,11.34,36.73
22.9,-0.056,0.249,1.77,3.63,74,11.34,36.78
22.97,-0.027,0.249,1.77,3.632,74,11.34,36.84
23.03,-0.088,0.249,1.77,3.629,74,11.34,36.94
23.1,-0.088,0.414,1.768,3.628,74,11.34,37.02
23.16,0.21,0.787,1.768,3.627,74,11.34,37.08
23.23,-0.053,0.29,1.768,3.627,74,11.34,37.11
23.29,-0.015,0.269,1.768,3.625,74,11.34,37.11
23.35,0.072,0.29,1.768,3.625,80,11.34,37.08
23.42,0.131,0.29,1.768,3.625,80,11.34,37.02
23.48,-0.045,0.228,1.765,3.625,80,11.34,36.94
23.55,-0.056,0.207,1.765,3.625,80,11.34,36.85
23.61,-0.044,0.269,1.765,3.625,80,11.34,36.72
23.68,-0.045,0.249,1.765,3.625,80,11.34,36.61
23.74,-0.028,0.249,1.765,3.622,80,11.34,36.54
23.81,-0.092,0.269,1.765,3.62,80,11.34,36.5
23.87,0.143,0.663,1.763,3.62,80,11.34,36.43
23.94,0.01,0.601,1.763,3.621,80,11.34,36.39
24.0,-0.044,0.249,1.763,3.62,80,11.34,36.33
24.06,0.005,0.249,1.763,3.62,80,11.34,36.27
24.13,0.122,0.269,1.763,3.62,80,11.34,36.23
24.19,0.095,0.269,1.763,3.62,80,11.34,36.17
24.26,-0.053,0.29,1.76,3.618,80,11.33,36.11
24.32,-0.044,0.29,1.76,3.617,80,11.33,36.05
24.39,-0.036,0.269,1.76,3.617,80,11.33,35.97
24.45,-0.045,0.29,1.76,3.617,80,11.34,35.87
24.52,-0.009,0.29,1.76,3.617,80,11.34,35.82
24.58,-0.067,0.249,1.76,3.616,80,11.33,35.77
24.65,-0.056,0.352,1.76,3.617,80,11.33,35.74
24.71,0.234,0.912,1.758,3.615,80,11.34,35.72
24.77,-0.032,0.249,1.758,3.616,80,11.33,35.7
24.84,0.002,0.269,1.758,3.617,80,11.34,35.64
24.9,0.096,0.269,1.758,3.617,75,11.33,35.61
24.97,0.172,0.249,1.758,3.617,75,11.34,35.61
25.03,-0.013,0.249,1.758,3.617,75,11.34,35.61
25.1,-0.032,0.249,1.755,3.615,75,11.33,35.58
25.16,-0.02,0.269,1.755,3.615,75,11.33,35.54
25.23,-0.029,0.249,1.755,3.615,75,11.33,35.48
25.29,-0.037,0.228,1.755,3.615,75,11.34,35.44
25.35,-0.004,0.249,1.755,3.612,75,11.33,35.43
25.42,-0.061,0.249,1.755,3.612,75,11.34,35.42
25.48,0.123,0.601,1.755,3.61,75,11.33,35.43
25.55,0.081,0.559,1.753,3.61,75,11.33,35.43
25.61,-0.019,0.249,1.753,3.61,75,11.33,35.44
25.68,0.022,0.228,1.753,3.607,72,11.33,35.45
25.74,0.136,0.228,1.753,3.607,72,11.34,35.47
25.81,0.137,0.29,1.753,3.607,72,11.33,35.49
25.87,-0.034,0.249,1.753,3.607,72,11.33,35.49
25.94,-0.034,0.269,1.751,3.607,72,11.33,35.52
26.0,-0.031,0.249,1.753,3.605,72,11.33,35.53
26.06,-0.042,0.249,1.75,3.607,72,11.33,35.52
26.13,-0.051,0.269,1.75,3.605,72,11.33,35.56
26.19,-0.022,0.249,1.75,3.602,72,11.33,35.62
26.26,-0.065,0.269,1.75,3.602,72,11.33,35.69
26.32,-0.043,0.414,1.75,3.602,72,11.33,35.8
26.39,0.211,0.725,1.749,3.602,72,11.33,35.87
26.45,-0.033,0.249,1.748,3.6,72,11.33,35.97
26.52,0.002,0.249,1.748,3.6,72,11.33,36.08
26.58,0.091,0.228,1.748,3.6,70,11.33,36.16
26.65,0.155,0.269,1.748,3.597,70,11.33,36.24
26.71,-0.033,0.269,1.748,3.597,70,11.33,36.32
26.77,-0.046,0.269,1.748,3.596,70,11.33,36.41
26.84,-0.037,0.29,1.748,3.592,70,11.33,36.47
26.9,-0.049,0.269,1.745,3.593,70,11.33,36.51
26.97,-0.019,0.249,1.745,3.595,70,11.33,36.56
27.03,-0.077,0.269,1.745,3.593,70,11.33,36.65
27.1,-0.02,0.477,1.745,3.592,70,11.33,36.73
27.16,0.177,0.704,1.745,3.591,70,11.33,36.78
27.23,-0.038,0.311,1.745,3.591,70,11.33,36.79
27.29,0.0,0.269,1.743,3.59,70,11.33,36.78
27.35,0.097,0.269,1.743,3.59,77,11.33,36.76
27.42,0.128,0.249,1.743,3.59,77,11.33,36.75
27.48,-0.048,0.228,1.743,3.59,77,11.33,36.72
27.55,-0.049,0.249,1.743,3.588,77,11.33,36.67
27.61,-0.041,0.269,1.743,3.587,77,11.33,36.59
27.68,-0.053,0.228,1.743,3.586,77,11.33,36.48
27.74,-0.046,0.29,1.74,3.585,77,11.33,36.43
27.81,-0.042,0.249,1.74,3.585,77,11.33,36.35
27.87,-0.084,0.228,1.74,3.585,77,11.33,36.29
27.94,0.233,0.642,1.74,3.583,77,11.33,36.25
28.0,-0.051,0.311,1.739,3.583,77,11.33,36.2
28.06,-0.027,0.249,1.738,3.582,77,11.33,36.16
28.13,0.034,0.228,1.739,3.581,74,11.33,36.11
28.19,0.162,0.269,1.738,3.581,74,11.33,36.06
28.26,0.041,0.228,1.738,3.58,74,11.33,36.01
28.32,-0.051,0.269,1.738,3.58,74,11.33,35.97
28.39,-0.034,0.249,1.738,3.578,74,11.33,35.93
28.45,-0.034,0.249,1.738,3.577,74,11.33,35.84
28.52,-0.047,0.311,1.735,3.577,74,11.33,35.76
28.58,-0.047,0.311,1.735,3.577,74,11.33,35.72
28.65,-0.023,0.228,1.735,3.575,74,11.33,35.69
28.71,-0.071,0.29,1.735,3.573,74,11.33,35.69
28.77,0.235,0.663,1.735,3.572,74,11.33,35.68
28.84,-0.035,0.497,1.735,3.572,74,11.33,35.66
28.9,-0.018,0.249,1.734,3.572,74,11.33,35.66
28.97,0.033,0.29,1.733,3.57,70,11.33,35.64
29.03,0.16,0.29,1.733,3.57,70,11.33,35.61
29.1,0.093,0.269,1.733,3.57,70,11.33,35.6
29.16,-0.039,0.269,1.733,3.568,70,11.33,35.59
29.23,-0.031,0.249,1.733,3.567,70,11.33,35.6
