Time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
2.45,-0.123,0.207,2.466,2.625,78,9.63,46.25
2.52,-0.096,0.207,2.466,2.625,78,9.63,46.05
2.58,-0.073,0.186,2.466,2.625,78,9.63,45.76
2.65,-0.033,0.186,2.466,2.625,78,9.63,45.52
2.71,0.029,0.186,2.466,2.625,78,9.63,45.31
2.77,-0.039,0.207,2.466,2.625,78,9.63,45.09
2.84,0.272,0.435,2.466,2.625,78,9.63,44.92
2.9,0.034,0.456,2.464,2.625,78,9.63,44.71
2.97,0.088,0.186,2.464,2.625,78,9.63,44.5
3.03,0.19,0.207,2.464,2.625,78,9.63,44.31
3.1,0.36,0.186,2.464,2.625,78,9.63,44.15
3.16,0.142,0.186,2.464,2.625,78,9.63,44.02
3.23,-0.007,0.186,2.464,2.625,77,9.63,43.89
3.29,0.0,0.207,2.464,2.625,77,9.63,43.74
3.35,-0.001,0.207,2.464,2.625,77,9.63,43.46
3.42,0.017,0.186,2.464,2.624,77,9.63,43.25
3.48,0.07,0.166,2.464,2.625,77,9.63,43.16
3.55,-0.011,0.207,2.464,2.624,77,9.63,43.11
3.61,0.222,0.456,2.464,2.625,77,9.63,43.08
3.68,0.097,0.497,2.464,2.625,77,9.63,43.03
3.74,0.089,0.186,2.464,2.625,77,9.63,43.0
3.81,0.18,0.186,2.462,2.625,77,9.63,42.98
3.87,0.345,0.207,2.462,2.625,77,9.63,42.96
3.94,0.152,0.207,2.461,2.624,77,9.63,42.95
4.0,-0.026,0.228,2.461,2.623,76,9.63,42.93
4.06,-0.038,0.186,2.461,2.623,76,9.63,42.94
4.13,-0.055,0.207,2.461,2.623,76,9.63,42.92
4.19,-0.056,0.207,2.461,2.623,76,9.65,42.89
4.26,-0.016,0.249,2.461,2.623,76,9.65,42.91
4.32,-0.113,0.186,2.461,2.623,76,9.63,42.98
4.39,0.031,0.394,2.461,2.623,76,9.63,43.18
4.45,0.029,0.477,2.461,2.623,76,9.63,43.39
4.52,-0.066,0.186,2.461,2.623,76,9.63,43.64
4.58,0.006,0.207,2.46,2.623,77,9.63,43.89
4.65,0.163,0.207,2.459,2.623,77,9.65,44.18
4.71,-0.003,0.207,2.459,2.623,77,9.63,44.45
4.77,-0.206,0.186,2.459,2.623,77,9.63,44.68
4.84,-0.207,0.207,2.459,2.623,77,9.65,44.91
4.9,-0.202,0.186,2.459,2.623,77,9.65,45.02
4.97,-0.148,0.207,2.459,2.623,77,9.65,45.18
5.03,-0.176,0.186,2.459,2.623,77,9.65,45.38
5.1,-0.219,0.228,2.459,2.623,77,9.63,45.63
5.16,0.149,0.518,2.459,2.623,77,9.65,45.89
5.23,-0.181,0.269,2.456,2.623,77,9.65,46.08
5.29,-0.088,0.228,2.457,2.623,77,9.63,46.24
5.35,0.044,0.207,2.456,2.623,80,9.63,46.44
5.42,0.118,0.166,2.456,2.623,80,9.63,46.68
5.48,-0.185,0.207,2.456,2.623,80,9.63,46.92
5.55,-0.237,0.166,2.456,2.623,80,9.63,47.12
5.61,-0.234,0.186,2.456,2.623,80,9.63,47.23
5.68,-0.207,0.228,2.456,2.623,80,9.63,47.3
5.74,-0.191,0.186,2.456,2.623,80,9.63,47.39
5.81,-0.254,0.166,2.456,2.623,80,9.63,47.54
5.87,0.163,0.373,2.456,2.623,80,9.63,47.7
5.94,-0.247,0.352,2.456,2.623,80,9.65,47.82
6.0,-0.132,0.166,2.455,2.62,80,9.63,47.84
6.06,-0.015,0.186,2.454,2.623,83,9.63,47.86
6.13,0.115,0.186,2.454,2.623,83,9.62,47.93
6.19,-0.158,0.207,2.454,2.623,83,9.61,48.01
6.26,-0.249,0.186,2.454,2.621,83,9.61,48.07
6.32,-0.242,0.207,2.454,2.623,83,9.61,48.12
6.39,-0.214,0.207,2.454,2.623,83,9.61,48.08
6.45,-0.177,0.207,2.454,2.621,83,9.61,48.07
6.52,-0.245,0.207,2.454,2.623,83,9.65,48.08
6.58,0.119,0.414,2.454,2.62,83,9.68,48.12
6.65,-0.172,0.331,2.452,2.62,83,9.57,48.16
6.71,-0.115,0.166,2.452,2.62,83,9.58,48.12
6.77,-0.004,0.186,2.452,2.62,83,9.71,48.09
6.84,0.157,0.186,2.451,2.62,83,9.74,48.12
6.9,-0.087,0.207,2.451,2.62,83,9.94,48.18
6.97,-0.207,0.166,2.451,2.621,83,10.23,48.16
7.03,-0.188,0.186,2.451,2.62,83,9.85,48.13
7.1,-0.161,0.186,2.451,2.62,83,9.88,48.0
7.16,-0.098,0.186,2.451,2.62,83,10.32,47.89
7.23,-0.164,0.166,2.451,2.62,83,10.49,47.8
7.29,-0.018,0.331,2.451,2.62,83,10.13,47.75
7.35,0.138,0.456,2.451,2.62,83,9.99,47.72
7.42,-0.014,0.166,2.451,2.62,83,9.94,47.62
7.48,0.091,0.166,2.449,2.62,83,9.9,47.47
7.55,0.282,0.186,2.449,2.62,83,10.05,47.33
7.61,0.136,0.166,2.449,2.62,83,9.91,47.22
7.68,-0.047,0.166,2.449,2.62,82,9.74,47.04
7.74,-0.026,0.207,2.449,2.62,82,9.47,46.85
7.81,-0.008,0.228,2.449,2.62,82,9.55,46.54
7.87,0.017,0.228,2.449,2.62,82,9.47,46.23
7.94,0.1,0.207,2.449,2.62,82,9.88,45.93
8.0,0.041,0.207,2.449,2.62,82,9.65,45.71
8.06,0.055,0.29,2.449,2.62,82,9.46,45.54
8.13,0.09123413653207818,0.58,2.446,2.62,82,9.68,45.37
8.19,0.149,0.228,2.446,2.62,82,9.95,45.18
8.26,0.237,0.228,2.446,2.62,82,9.94,44.99
8.32,0.31638356164383563,0.249,2.446,2.62,82,9.95,44.81
8.39,0.359,0.269,2.446,2.62,82,9.97,44.66
8.45,0.096,0.249,2.446,2.62,82,9.88,44.46
8.52,0.088,0.249,2.446,2.62,82,9.86,44.26
8.58,0.092,0.228,2.446,2.62,82,9.94,43.98
8.65,0.106,0.207,2.446,2.62,82,9.6,43.7
8.71,0.116,0.207,2.446,2.619,82,9.89,43.52
8.77,0.171,0.228,2.446,2.62,82,10.05,43.38
8.84,0.129,0.228,2.446,2.618,82,10.07,43.28
8.9,0.094,0.228,2.446,2.62,82,9.77,43.17
8.97,0.11838914027149322,0.622,2.446,2.62,82,9.58,43.05
9.03,0.171,0.29,2.446,2.62,76,9.79,42.98
9.1,0.261,0.228,2.446,2.618,76,9.69,42.94
9.16,0.24129723331853825,0.249,2.446,2.618,76,9.72,42.92
9.23,0.19292779997040982,0.249,2.446,2.618,76,9.73,42.87
9.29,0.132,0.249,2.446,2.618,76,9.67,42.78
9.35,0.042,0.269,2.446,2.618,76,9.72,42.56
9.42,0.016,0.249,2.446,2.618,76,9.68,42.43
9.48,-0.006,0.29,2.446,2.618,54,9.6,42.44
9.55,-0.015,0.249,2.444,2.618,54,9.55,42.62
9.61,0.019,0.249,2.444,2.618,54,9.57,43.06
9.68,-0.076,0.249,2.444,2.618,54,9.65,43.61
9.74,0.007,0.331,2.444,2.618,54,9.76,44.08
9.81,0.142,0.829,2.444,2.618,54,9.8,44.48
9.87,-0.03,0.311,2.445,2.618,54,9.72,44.87
9.94,0.043,0.311,2.446,2.618,54,9.73,45.23
10.0,0.205,0.249,2.446,2.618,54,9.69,45.59
10.06,0.067,0.249,2.446,2.618,54,9.68,45.86
10.13,-0.159,0.249,2.446,2.618,54,9.68,46.08
10.19,-0.164,0.29,2.446,2.618,54,9.68,46.06
10.26,-0.155,0.249,2.446,2.618,54,9.69,45.73
10.32,-0.086,0.269,2.446,2.618,54,9.73,45.7
10.39,-0.146,0.269,2.446,2.618,54,9.74,45.91
10.45,-0.169,0.269,2.446,2.615,54,9.73,46.13
10.52,0.192,0.539,2.446,2.618,54,9.74,46.28
10.58,-0.06,0.269,2.446,2.618,54,9.79,46.4
10.65,0.02,0.249,2.446,2.618,54,9.84,46.45
10.71,0.193,0.249,2.446,2.618,54,9.88,46.44
10.77,0.187,0.249,2.446,2.618,54,9.86,46.44
10.84,-0.055,0.249,2.446,2.618,54,9.74,46.41
10.9,-0.049,0.249,2.446,2.618,54,9.57,46.26
10.97,-0.024,0.228,2.446,2.618,54,9.41,45.96
11.03,0.019,0.228,2.446,2.618,54,9.39,45.62
11.1,0.059,0.249,2.445,2.619,54,9.47,45.32
11.16,0.008,0.228,2.445,2.618,54,9.9,45.06
11.23,0.007222154963680388,0.539,2.444,2.618,54,9.89,44.86
11.29,0.007,0.435,2.444,2.618,54,9.65,44.63
11.35,0.151,0.186,2.444,2.618,54,9.63,44.35
11.42,0.271,0.207,2.444,2.618,54,9.5,44.08
11.48,0.21478706624605678,0.186,2.444,2.618,54,9.6,43.88
11.55,0.114,0.207,2.444,2.618,54,9.99,43.7
11.61,0.014,0.186,2.444,2.618,54,9.94,43.54
11.68,0.007,0.186,2.445,2.618,54,9.82,43.4
11.74,0.005,0.186,2.444,2.618,54,9.77,43.22
11.81,0.057,0.186,2.444,2.619,54,9.83,43.18
11.87,0.023,0.186,2.444,2.618,54,9.83,43.2
11.94,-0.032,0.186,2.445,2.619,54,9.82,43.27
12.0,0.311,0.663,2.446,2.62,54,9.82,43.41
12.06,-0.012,0.269,2.445,2.62,54,9.82,43.42
12.13,0.059,0.186,2.446,2.619,54,9.82,43.51
12.19,0.167,0.207,2.446,2.62,54,9.82,43.61
12.26,0.235,0.186,2.446,2.62,54,9.82,43.74
12.32,-0.088,0.207,2.444,2.62,54,9.83,43.91
12.39,-0.166,0.207,2.446,2.62,78,9.82,44.14
12.45,-0.169,0.207,2.445,2.62,78,9.82,44.35
12.52,-0.177,0.186,2.446,2.62,78,9.84,44.57
12.58,-0.17,0.186,2.446,2.62,78,9.86,44.86
12.65,-0.153,0.207,2.444,2.62,78,9.86,45.23
12.71,-0.238,0.186,2.446,2.62,78,9.86,45.65
12.77,0.09,0.373,2.446,2.62,78,9.85,46.0
12.84,-0.215,0.414,2.446,2.62,78,9.86,46.27
12.9,-0.163,0.166,2.444,2.62,78,9.88,46.5
12.97,-0.071,0.186,2.444,2.62,75,9.88,46.78
13.03,0.075,0.186,2.446,2.62,75,9.88,47.11
13.1,-0.161,0.186,2.446,2.62,75,9.88,47.38
13.16,-0.3,0.186,2.446,2.62,75,9.88,47.58
13.23,-0.282,0.186,2.445,2.62,75,9.88,47.74
13.29,-0.254,0.186,2.445,2.62,75,9.88,47.83
13.35,-0.197,0.186,2.444,2.62,75,9.88,47.9
13.42,-0.161,0.207,2.445,2.62,75,9.85,47.95
13.48,-0.213,0.186,2.444,2.62,75,9.86,47.93
13.55,0.216,0.414,2.444,2.62,75,9.85,47.81
13.61,-0.183,0.435,2.444,2.62,75,9.85,47.68
13.68,-0.048,0.207,2.446,2.62,75,9.84,47.58
13.74,0.077,0.186,2.446,2.62,78,9.85,47.57
13.81,0.228,0.166,2.445,2.62,78,9.85,47.6
13.87,-0.036,0.186,2.446,2.62,78,9.85,47.61
13.94,-0.141,0.166,2.446,2.62,78,9.85,47.54
14.0,-0.125,0.166,2.446,2.62,78,9.86,47.45
14.06,-0.122,0.186,2.446,2.62,78,9.88,47.31
14.13,-0.121,0.186,2.446,2.619,78,9.86,47.22
14.19,-0.069,0.207,2.444,2.62,78,9.86,47.22
14.26,-0.083,0.186,2.444,2.62,78,9.86,47.29
14.32,-0.127,0.186,2.444,2.62,78,9.88,47.35
14.39,0.285,0.518,2.444,2.62,78,9.88,47.35
14.45,-0.073,0.249,2.444,2.619,78,9.88,47.35
14.52,0.027,0.186,2.444,2.619,78,9.88,47.36
14.58,0.167,0.166,2.444,2.618,78,9.88,47.38
14.65,0.276,0.186,2.444,2.618,78,9.88,47.41
14.71,-0.037,0.166,2.444,2.618,78,9.88,47.38
14.77,-0.101,0.166,2.444,2.618,72,9.88,47.37
14.84,-0.09,0.166,2.444,2.618,72,9.88,47.32
14.9,-0.089,0.186,2.444,2.618,72,9.88,47.19
14.97,-0.085,0.166,2.444,2.618,72,9.88,47.14
15.03,-0.062,0.207,2.444,2.618,72,9.86,47.16
15.1,-0.035,0.186,2.444,2.618,72,9.86,47.23
15.16,-0.104,0.186,2.444,2.618,72,9.86,47.3
15.23,0.319,0.456,2.444,2.618,72,9.86,47.31
15.29,-0.096,0.435,2.444,2.618,72,9.88,47.3
15.35,0.019,0.186,2.444,2.618,72,9.89,47.32
15.42,0.132,0.228,2.444,2.618,72,9.9,47.35
15.48,0.293,0.477,2.444,2.618,72,9.9,47.4
15.55,0.028,1.637,2.444,2.618,72,9.9,47.38
15.61,-0.092,0.249,2.444,2.618,70,9.9,47.36
15.68,-0.084,0.352,2.442,2.618,70,9.9,47.33
15.74,-0.076,0.435,2.444,2.618,70,9.9,47.26
15.81,-0.065,0.414,2.444,2.618,70,9.9,47.24
15.87,-0.052,0.394,2.441,2.618,70,9.9,47.27
15.94,0.009,0.373,2.442,2.618,70,9.9,47.26
16.0,-0.036,0.414,2.441,2.616,70,9.9,47.14
16.06,-0.073,0.331,2.441,2.618,70,9.9,46.9
16.13,0.3,0.622,2.441,2.616,70,9.9,46.59
16.19,0.023,0.269,2.441,2.618,70,9.9,46.27
16.26,0.09,0.228,2.441,2.618,70,9.9,46.24
16.32,0.232,0.394,2.441,2.615,70,9.9,46.27
16.39,0.248,0.249,2.441,2.615,70,9.9,46.22
16.45,-0.035,0.228,2.441,2.616,70,9.9,46.06
16.52,-0.062,0.228,2.441,2.616,68,9.9,45.84
16.58,-0.06,0.311,2.441,2.615,68,9.9,45.76
16.65,-0.072,0.207,2.441,2.615,68,9.9,45.67
16.71,-0.07,0.249,2.44,2.615,68,9.9,45.63
16.77,-0.022,0.249,2.439,2.615,68,9.9,45.6
16.84,-0.016,0.186,2.439,2.615,68,9.9,45.59
16.9,-0.064,0.269,2.439,2.615,68,9.91,45.55
16.97,0.318,0.725,2.439,2.615,68,9.91,45.54
17.03,-0.025,0.394,2.439,2.615,68,9.91,45.45
17.1,0.082,0.249,2.439,2.615,68,9.91,45.41
17.16,0.219,0.207,2.439,2.615,68,9.91,45.35
17.23,0.349,0.331,2.439,2.615,68,9.91,45.32
17.29,0.078,0.29,2.439,2.615,68,9.91,45.25
17.35,0.014,0.228,2.439,2.615,68,9.91,45.12
17.42,0.018,0.228,2.439,2.615,70,9.91,44.9
17.48,0.011,0.311,2.437,2.615,70,9.91,44.54
17.55,0.029,0.207,2.436,2.614,70,9.91,44.29
17.61,0.064,0.228,2.436,2.614,70,9.91,44.19
17.68,-0.013,0.352,2.436,2.615,70,9.91,44.11
17.74,0.355,0.456,2.436,2.613,70,9.91,44.04
17.81,-0.032,0.477,2.436,2.614,70,9.93,43.98
17.87,0.075,0.228,2.436,2.613,70,9.93,43.94
17.94,0.146,0.311,2.436,2.613,70,9.93,43.91
18.0,0.265,0.29,2.436,2.613,70,9.93,43.92
18.06,-0.012,0.29,2.436,2.613,70,9.93,43.97
18.13,-0.155,0.249,2.436,2.613,76,9.93,44.13
18.19,-0.165,0.269,2.436,2.613,76,9.93,44.5
18.26,-0.176,0.29,2.436,2.613,76,9.93,44.77
18.32,-0.123,0.269,2.434,2.613,76,9.93,45.1
18.39,-0.191,0.311,2.435,2.613,76,9.93,45.47
18.45,-0.228,0.477,2.434,2.613,76,9.93,45.87
18.52,0.115,0.559,2.434,2.613,76,9.93,46.25
18.58,-0.158,0.228,2.434,2.613,76,9.93,46.54
18.65,-0.1,0.269,2.434,2.613,76,9.91,46.81
18.71,0.044,1.119,2.434,2.613,80,9.93,47.06
18.77,0.038,1.554,2.434,2.613,80,9.93,47.36
18.84,-0.215,2.01,2.434,2.613,80,9.93,47.64
18.9,-0.226,1.657,2.434,2.613,80,9.93,47.85
18.97,-0.205,1.16,2.434,2.613,80,9.93,47.89
19.03,-0.125,2.01,2.434,2.613,80,9.93,47.82
19.1,-0.105,2.61,2.434,2.611,80,9.94,47.7
19.16,-0.127,1.802,2.434,2.611,80,9.91,47.57
19.23,0.292,2.051,2.431,2.61,80,9.94,47.41
19.29,-0.054,0.932,2.431,2.61,80,9.84,47.03
19.35,0.058,1.72,2.431,2.611,80,9.74,46.69
19.42,0.207,1.554,2.431,2.61,80,9.82,46.48
19.48,0.301,2.61,2.431,2.61,80,9.82,46.38
19.55,0.04,2.61,2.431,2.61,80,9.82,46.2
19.61,0.006,1.761,2.431,2.61,82,9.82,45.99
19.68,0.009,1.74,2.431,2.61,82,9.82,45.7
19.74,0.02,2.569,2.431,2.61,82,9.82,45.35
19.81,0.064,2.7957119285201855,2.431,2.61,82,9.8,45.12
19.87,0.003,2.935355964260093,2.431,2.611,82,9.8,44.94
19.94,0.278,2.983,2.431,2.61,82,9.8,44.76
20.0,0.039,2.652,2.431,2.61,82,9.8,44.76
20.06,0.037,2.766,2.43,2.61,82,9.79,44.73
20.13,0.051,2.88,2.43,2.61,82,9.79,44.72
20.19,0.102,2.072,2.43,2.61,82,9.8,44.75
20.26,-0.227,2.088074074074074,2.429,2.61,82,9.8,44.76
20.32,-0.26918699229781323,2.1179259259259258,2.429,2.61,82,9.8,44.59
20.39,-0.3020919110712259,2.134,2.429,2.61,82,9.8,44.37
20.45,-0.32673231626102994,1.657,2.429,2.61,82,9.79,44.19
20.52,-0.34412576780801735,1.616,2.429,2.61,82,9.79,44.19
20.58,-0.3552898256529801,1.885,2.429,2.609,82,9.78,44.3
20.65,-0.36124204973671037,1.326,2.429,2.609,82,9.78,44.39
20.71,-0.363,1.264,2.429,2.608,82,9.78,44.54
20.77,-0.3292962962962963,0.725,2.429,2.608,82,9.78,44.77
20.84,-0.2667037037037037,0.642,2.429,2.608,82,9.78,44.79
20.9,-0.233,1.285,2.429,2.61,82,9.78,44.91
20.97,-0.354,1.14,2.429,2.608,82,9.79,44.91
21.03,-0.35897244488977953,1.057,2.429,2.608,82,9.79,44.91
21.1,-0.36203106212424846,0.477,2.429,2.61,82,9.79,44.93
21.16,-0.3635741482965932,0.601,2.429,2.608,82,9.79,44.8
21.23,-0.364,0.539,2.429,2.608,82,9.79,44.77
21.29,-0.3424727866473149,0.331,2.429,2.608,82,9.79,44.77
21.35,-0.285,0.311,2.429,2.608,82,9.79,44.73
21.42,-0.076,0.559,2.429,2.608,82,9.79,44.76
21.48,-0.243,0.269,2.429,2.608,82,9.8,44.8
21.55,-0.129,0.352,2.429,2.608,82,9.8,44.81
21.61,0.068,0.269,2.429,2.608,84,9.82,44.82
21.68,-0.044,0.269,2.429,2.608,84,9.82,44.86
21.74,-0.224,0.249,2.429,2.608,84,9.82,44.89
21.81,-0.182,0.373,2.429,2.608,84,9.82,44.89
21.87,-0.128,0.456,2.429,2.608,84,9.82,44.68
21.94,-0.046,1.243,2.429,2.608,84,9.8,44.51
22.0,-0.09,0.249,2.429,2.608,84,9.8,44.73
22.06,0.285,1.844,2.429,2.606,84,9.8,45.06
22.13,0.044,2.622285685099428,2.429,2.606,84,9.8,45.18
22.19,0.078,2.963,2.429,2.608,84,9.8,45.11
22.26,0.228,1.098,2.429,2.606,84,9.8,45.2
22.32,0.374,0.518,2.429,2.608,84,9.8,45.49
22.39,0.091,0.767,2.427,2.606,84,9.8,45.47
22.45,-0.026,0.497,2.429,2.605,84,9.8,45.79
22.52,0.084,0.518,2.429,2.606,84,9.8,45.97
22.58,0.118,0.746,2.429,2.605,84,9.8,45.02
22.65,0.129,0.29,2.429,2.608,84,9.79,43.74
22.71,0.037,0.373,2.427,2.605,84,9.79,43.51
22.77,0.0308659793814433,0.601,2.426,2.605,84,9.8,44.7
22.84,0.029,0.394,2.426,2.605,84,9.8,46.5
22.9,0.156,0.228,2.426,2.605,86,9.8,46.52
22.97,0.26,0.29,2.426,2.605,86,9.8,45.85
23.03,0.21926510067114097,0.249,2.426,2.605,86,9.8,45.15
23.1,0.138,0.228,2.426,2.605,86,9.8,44.61
23.16,0.028,0.207,2.426,2.605,86,9.8,44.34
23.23,0.032,0.186,2.425,2.605,86,9.8,44.45
23.29,0.038,0.207,2.425,2.605,86,9.8,44.64
23.35,0.1,0.186,2.426,2.605,86,9.8,44.95
23.42,0.082,0.207,2.426,2.605,86,9.8,44.98
23.48,0.052,0.186,2.426,2.605,86,9.8,44.92
23.55,0.06303658536585366,0.518,2.426,2.605,86,9.8,45.0
23.61,0.092,0.29,2.429,2.605,86,9.8,44.96
23.68,0.19,0.207,2.429,2.605,86,9.8,44.77
23.74,0.304,0.207,2.429,2.605,86,9.8,44.58
23.81,0.23141772151898735,0.186,2.429,2.605,86,9.8,44.47
23.87,0.116,0.166,2.431,2.605,86,9.8,44.27
23.94,0.036,0.186,2.431,2.605,86,9.8,44.01
24.0,0.006,0.166,2.431,2.605,86,9.8,43.81
24.06,-0.018,0.207,2.431,2.605,86,9.8,43.63
24.13,0.008,0.186,2.431,2.605,86,9.8,43.72
24.19,-0.083,0.166,2.431,2.605,86,9.8,43.97
24.26,0.005,0.331,2.431,2.605,86,9.8,44.39
24.32,0.087,0.435,2.431,2.603,86,9.8,44.82
24.39,-0.036,0.166,2.431,2.603,86,9.8,45.18
24.45,0.029,0.145,2.431,2.605,86,9.8,45.54
24.52,0.156,0.124,2.431,2.603,86,9.8,45.96
24.58,0.023,0.145,2.434,2.604,86,9.8,46.43
24.65,-0.149,0.145,2.434,2.604,86,9.8,46.83
24.71,-0.15,0.145,2.434,2.603,86,9.8,47.21
24.77,-0.136,0.166,2.434,2.603,86,9.8,47.43
24.84,-0.082,0.207,2.434,2.603,86,9.8,47.69
24.9,-0.16,0.186,2.434,2.603,85,9.8,47.96
24.97,0.006,0.331,2.432,2.603,85,9.8,48.28
25.03,0.024,0.352,2.434,2.603,85,9.8,48.56
25.1,-0.068,0.166,2.432,2.603,85,9.8,48.74
25.16,0.016,0.166,2.431,2.603,85,9.8,48.83
25.23,0.15,0.186,2.431,2.603,85,9.8,48.93
25.29,-0.009,0.186,2.431,2.603,85,9.8,49.01
25.35,-0.144,0.207,2.431,2.603,85,9.8,49.03
25.42,-0.137,0.166,2.431,2.603,85,9.8,49.03
25.48,-0.117,0.207,2.431,2.603,85,9.8,48.92
25.55,-0.059,0.207,2.431,2.603,85,9.8,48.87
25.61,-0.131,0.186,2.431,2.603,85,9.8,48.82
25.68,0.088,0.394,2.431,2.603,85,9.8,48.82
25.74,0.05,0.331,2.431,2.603,85,9.8,48.81
25.81,0.067,0.186,2.431,2.603,85,9.8,48.74
25.87,0.231,0.207,2.431,2.603,85,9.8,48.69
25.94,0.05,0.186,2.431,2.603,85,9.8,48.67
26.0,-0.085,0.207,2.431,2.603,84,9.8,48.65
26.06,-0.076,0.207,2.431,2.6,84,9.8,48.61
26.13,-0.066,0.186,2.431,2.6,84,9.8,48.41
26.19,-0.001,0.186,2.431,2.601,84,9.8,48.24
26.26,-0.066,0.186,2.431,2.6,84,9.8,48.1
26.32,-0.082,0.249,2.429,2.6,84,9.8,48.05
26.39,0.281,0.559,2.429,2.6,84,9.8,48.04
26.45,0.01,0.186,2.429,2.6,84,9.8,48.0
26.52,0.083,0.166,2.429,2.6,84,9.8,47.89
26.58,0.237,0.186,2.429,2.6,84,9.8,47.8
26.65,0.2,0.186,2.429,2.6,84,9.8,47.74
26.71,-0.037,0.186,2.429,2.6,84,9.8,47.64
26.77,-0.037,0.166,2.429,2.6,89,9.8,47.5
26.84,-0.024,0.166,2.429,2.6,89,9.82,47.22
26.9,-0.007,0.186,2.429,2.6,89,9.82,46.86
26.97,0.058,0.249,2.426,2.6,89,9.82,46.53
27.03,0.034,0.186,2.426,2.6,89,9.82,46.27
27.1,0.0,0.207,2.426,2.6,89,9.82,46.05
27.16,0.372,0.58,2.426,2.6,89,9.82,45.85
27.23,0.064,0.249,2.426,2.6,89,9.8,45.61
27.29,0.167,0.186,2.426,2.6,89,9.8,45.38
27.35,0.305,0.186,2.426,2.6,89,9.82,45.17
27.42,0.22459576757532282,0.166,2.426,2.6,89,9.8,44.99
27.48,0.111,0.166,2.426,2.6,89,9.8,44.82
27.55,0.058,0.186,2.426,2.6,89,9.8,44.64
27.61,0.063,0.186,2.426,2.6,89,9.8,44.44
27.68,0.064,0.166,2.424,2.6,89,9.8,44.14
27.74,0.066,0.186,2.424,2.6,89,9.8,43.95
27.81,0.113,0.186,2.424,2.6,89,9.8,43.86
27.87,0.093,0.186,2.424,2.599,89,9.82,43.82
27.94,0.048,0.166,2.424,2.599,89,9.82,43.74
28.0,0.054343283582089556,0.559,2.424,2.6,89,9.82,43.73
28.06,0.073,0.331,2.424,2.599,75,9.8,43.73
28.13,0.183,0.186,2.424,2.599,75,9.82,43.73
28.19,0.304,0.186,2.424,2.599,75,9.82,43.73
28.26,0.23909038199181445,0.145,2.424,2.6,75,9.82,43.74
28.32,0.134,0.186,2.424,2.599,75,9.82,43.73
28.39,0.057,0.186,2.424,2.598,75,9.82,43.73
28.45,0.057,0.166,2.424,2.598,75,9.82,43.7
28.52,0.057,0.186,2.424,2.598,75,9.82,43.61
28.58,0.05,0.186,2.422,2.598,75,9.82,43.56
28.65,0.05,0.145,2.421,2.598,75,9.82,43.56
28.71,0.071,0.166,2.421,2.598,75,9.82,43.57
28.77,-0.022,0.166,2.421,2.598,55,9.82,43.59
28.84,0.165,0.414,2.421,2.598,55,9.82,43.61
28.9,0.059,0.477,2.421,2.598,55,9.82,43.78
28.97,0.013,0.186,2.421,2.598,55,9.82,44.05
29.03,0.081,0.186,2.421,2.598,55,9.82,44.35
29.1,0.219,0.186,2.421,2.598,55,9.82,44.68
